CPUBID,year,piat_math,piat_recog,piat_comp
59607,2000,96,91,94
25167,2000,118,131,126
63842,1996,111,91,94
42076,2002,93,106,97
71032,2006,118,108,110
57660,2000,128,112,107
90009,1998,97,97,105
22902,2000,102,126,94
40767,1992,91,93,NA
37991,2006,123,110,103
49167,2006,85,65,69
74152,1994,103,90,NA
84869,2010,90,102,90
76616,1996,102,125,115
83758,2006,104,119,126
60514,1992,101,107,104
73494,1992,105,108,102
94656,2002,120,131,NA
49308,1998,89,90,100
24961,1998,102,109,100
63369,2002,101,83,82
59874,1998,86,116,108
63089,2002,113,97,82
70981,2004,106,117,92
91403,1996,114,108,106
59874,1994,99,122,106
14931,2002,118,112,116
65044,1994,100,106,102
89227,2012,92,94,91
53011,2002,108,105,104
87131,1994,108,103,105
24901,2006,120,93,118
67792,1992,105,115,119
99754,2006,135,128,131
77334,2010,135,123,111
33358,2004,65,69,84
28365,1996,104,114,110
36785,2000,100,93,86
35634,1998,84,98,96
71473,1994,95,113,114
55800,2000,113,121,131
58204,1994,81,74,69
60260,2000,119,90,86
71832,2010,126,135,128
74669,1998,NA,109,109
48264,2002,125,102,112
58648,2002,74,93,86
43351,1996,110,108,119
60042,2012,123,125,116
42306,2002,96,126,126
57487,2000,102,105,96
35518,1994,113,118,113
24231,1998,109,118,105
81294,1996,126,119,121
78184,1994,109,118,121
32812,2002,117,94,107
50707,2000,89,97,97
93895,2006,95,98,89
77227,1996,120,113,119
65248,2000,93,113,100
47956,2000,121,114,115
77521,1992,98,105,107
78491,1992,96,95,NA
16974,1994,100,109,98
49251,1998,122,135,108
59956,2004,89,88,105
52321,1998,97,135,NA
93914,2010,108,128,113
80373,1994,89,108,94
38982,1998,102,116,105
89188,1996,77,109,NA
63508,2006,128,135,123
45661,1992,83,89,87
80040,2006,101,110,74
24857,2000,85,118,112
29591,1992,85,104,93
94563,1996,101,105,NA
88913,1994,98,74,80
61783,2006,108,108,91
43565,2006,100,92,74
38014,1998,101,90,NA
93793,1994,103,118,104
96273,2006,82,78,72
89381,1994,96,98,99
50174,2010,117,126,131
11157,1992,84,92,77
84511,1998,82,93,98
10613,1994,87,84,85
38716,1992,98,121,122
44067,1992,93,81,78
77580,2012,84,74,77
65987,1998,112,94,97
20081,2010,108,114,103
56460,1992,98,109,NA
65987,2004,97,89,99
37441,1996,85,92,87
26665,1994,101,120,NA
43897,1994,102,113,114
10799,1994,82,72,75
81294,1994,119,128,128
94822,2008,119,102,110
24758,1996,116,108,114
39037,1992,83,69,65
78072,2004,84,92,72
58795,2008,131,135,128
36867,2006,108,106,105
63175,2006,84,83,74
91643,1998,135,135,125
39232,1992,101,104,110
47060,1998,113,116,100
87597,1992,89,97,NA
91730,1994,96,87,80
41497,1992,97,106,100
50525,2002,131,131,113
43854,1992,99,116,105
34977,2000,107,95,98
79817,2002,103,107,103
65874,2002,111,120,119
27830,2010,97,86,90
86686,1992,98,98,NA
74951,2008,121,121,125
42040,2000,112,126,114
88956,1994,81,88,NA
98081,1992,101,98,113
70284,1994,98,102,93
13145,2010,99,110,101
55330,2010,87,94,106
23510,2000,106,106,104
14724,2002,97,101,99
42521,1998,65,93,78
93163,2002,93,93,77
85463,2002,112,98,111
20181,1996,94,77,83
84468,2002,74,88,88
26351,1994,96,82,82
87376,2010,72,91,65
23078,2000,113,109,102
14308,1992,110,100,99
21740,2002,81,99,NA
75160,2002,109,94,119
87493,2006,106,113,99
23808,1996,84,74,72
85669,1994,123,114,NA
86604,2002,115,98,87
19995,1998,88,99,89
69084,1992,106,88,NA
19645,1998,93,102,85
46454,2004,126,118,131
60279,2000,135,93,88
25958,2004,107,102,95
96397,1996,122,116,110
85680,2004,135,123,126
21778,1994,100,101,94
88886,2002,110,89,107
77645,2010,96,107,98
25637,2006,93,107,96
96065,1994,94,98,65
15011,2000,104,110,118
52571,2004,111,103,101
50846,2000,116,118,128
98215,1998,65,65,NA
84418,1992,101,98,111
35271,2002,94,113,95
44066,1994,119,89,81
11151,2002,116,106,117
95120,1994,108,103,109
39614,2000,97,110,106
78542,1998,110,135,NA
77656,1992,90,NA,NA
71157,1992,115,114,119
17241,2000,82,98,92
99238,2008,111,125,100
78827,2010,110,104,121
61525,1998,116,102,108
41924,2002,108,125,118
51342,1998,92,88,91
80213,2012,105,103,78
16895,1996,96,93,NA
10492,2002,89,107,103
80193,1996,97,115,97
31254,2002,104,95,95
45710,2006,116,125,122
82573,1996,107,121,108
61136,2002,112,105,107
11314,2004,96,85,89
55746,2004,115,101,84
71862,2010,103,105,95
87711,1998,109,107,98
16324,1998,109,118,NA
80360,1992,94,123,100
74932,2000,107,128,118
31726,2004,103,97,95
85463,1996,72,105,NA
85132,1998,100,116,97
43920,1996,107,102,107
79362,1996,96,99,NA
33129,2006,107,114,115
11849,2006,98,93,102
91519,1998,86,95,89
70141,1994,112,121,92
88987,1994,97,99,108
77378,2012,106,106,115
57721,1992,97,103,103
33187,1994,87,112,87
26589,1992,94,89,87
67090,1994,93,93,91
27254,1996,96,88,88
36742,2002,72,75,65
65229,1996,99,118,106
76727,1996,93,87,NA
60933,1992,103,103,111
73816,1994,104,105,98
89966,1994,94,109,121
11676,1996,108,113,97
91987,2000,114,102,105
94928,2006,102,97,NA
55375,1996,104,110,98
80395,2002,91,107,102
62730,1998,80,105,96
65400,1998,128,111,114
85915,1996,100,103,83
29498,1998,110,128,115
92552,1998,107,115,111
14636,1998,75,98,106
62342,2000,112,118,107
88956,1996,88,82,82
72074,2000,103,89,91
76743,2000,107,93,102
25957,1992,98,108,100
81849,1992,72,98,101
92752,2010,135,120,125
11051,1998,98,111,NA
35202,1998,86,77,69
70771,2002,100,104,91
81731,2006,118,105,110
13019,2006,104,114,118
70553,2002,88,100,100
44372,1996,93,93,95
57848,2014,89,111,84
51621,2002,96,101,100
97917,1996,96,111,111
54384,1996,135,126,111
51698,1992,109,109,117
11272,1994,98,106,97
42491,1996,95,86,89
46145,2004,107,105,89
79768,1992,104,117,107
89789,2000,97,90,88
77947,2000,65,72,72
63532,1992,105,110,120
97875,2002,100,101,107
65841,1994,89,103,100
16947,2004,101,93,99
60859,2000,90,103,107
49277,1998,65,69,69
78334,1996,110,118,NA
72486,1994,88,92,95
40268,1994,95,95,102
68843,1996,135,135,135
30190,1992,114,122,NA
52405,1994,109,94,102
62965,2006,95,110,104
21538,1994,93,82,NA
53651,2014,118,135,94
95282,1992,93,74,69
54466,2006,108,135,118
83838,2008,107,108,107
61343,2004,97,100,96
39142,1996,105,81,79
10218,1998,102,105,107
73514,1992,110,102,94
79549,1994,95,100,106
61539,2004,84,93,75
50708,2010,116,108,82
43562,2010,115,109,110
93587,1998,82,NA,NA
20871,2010,104,107,87
34110,1998,89,84,82
37722,2006,122,116,109
59106,1998,69,81,75
37806,2014,126,123,118
57993,2000,135,131,128
82248,1992,84,99,100
32878,1992,97,91,97
78912,1994,65,80,93
79602,2004,103,120,107
80732,2000,120,123,117
18657,1998,135,116,116
44213,2010,117,135,126
21517,1998,102,92,99
67520,2004,85,93,99
40583,2008,99,102,103
24853,1998,128,107,116
36689,2002,95,113,118
99314,1994,104,103,108
62268,2006,123,110,97
13939,2000,85,91,NA
61847,2008,110,103,110
46060,1996,110,111,108
89830,2002,116,103,92
66586,1994,98,97,109
50762,1998,128,135,NA
55385,1992,75,84,72
71832,2012,135,135,126
77467,1992,95,74,82
46253,1994,111,112,117
66368,1998,103,131,NA
32766,2004,92,103,108
12072,2004,65,99,96
41797,1996,125,114,108
16746,2010,135,114,118
86232,2000,116,105,105
37214,1992,100,97,82
24953,2000,65,83,81
30842,1998,97,105,84
28580,1994,65,101,87
76245,2002,104,113,105
13032,2000,79,96,98
10876,2008,109,96,97
98690,1992,107,88,96
49447,1994,112,109,NA
81795,1998,100,118,105
70930,1998,102,103,100
68322,2002,89,79,88
94550,2012,135,135,106
20124,2006,93,110,91
75064,2004,101,117,NA
62032,2000,93,93,110
14907,1994,97,105,105
82687,1994,107,89,109
53150,2004,105,102,93
59454,1992,84,94,83
11010,2008,119,112,95
NA,2004,65,65,65
63394,2010,112,107,99
17227,1998,72,82,97
67259,1998,97,95,98
97580,1998,95,92,96
51057,1996,112,118,102
49155,2010,112,105,100
64300,1996,118,116,NA
88108,1992,112,118,121
66781,2000,105,135,135
17331,1996,109,121,116
73894,1998,82,105,NA
19177,2008,98,116,110
19622,2006,128,123,114
14007,2002,87,101,86
22021,1996,82,79,75
68912,1992,115,101,95
96465,1996,118,121,103
36873,1998,111,126,121
14179,1994,95,88,93
32797,1998,116,131,135
81204,2002,108,105,109
72007,2004,102,101,98
72646,1992,108,103,98
67874,1994,104,118,116
88384,1992,108,103,106
75774,2002,65,65,NA
82847,2002,109,105,103
46320,1998,97,101,82
86522,1992,97,119,112
29467,1996,116,120,NA
40833,2006,128,105,111
45369,1998,104,100,100
50977,2008,116,104,99
72155,2008,113,135,90
58700,1992,89,95,NA
67492,2008,116,114,116
45236,2010,122,101,95
57217,2010,104,110,98
35713,1998,111,103,111
38643,1992,105,103,NA
11849,2008,115,91,77
42347,1992,98,105,107
58894,1996,115,102,103
37731,1996,100,123,102
NA,2008,108,100,99
25106,2000,93,90,69
62012,2000,84,107,106
47857,1992,108,116,106
18753,1994,85,77,78
46766,1994,81,98,94
53125,2006,108,117,121
64247,1996,109,110,100
84194,2010,85,116,78
67591,2000,113,110,114
88819,1994,103,98,99
89425,1994,103,121,105
34668,2008,74,72,74
14205,1992,98,91,87
45499,2004,113,126,114
23365,1994,101,89,NA
31326,1994,118,112,NA
43961,2004,135,135,121
68239,2010,104,103,106
89967,2004,115,114,121
22989,1998,109,93,97
97534,1998,125,122,115
85477,1994,101,105,97
26821,2006,92,91,96
70731,1996,104,86,111
44575,2010,105,95,93
56259,2008,135,116,106
31945,1992,90,118,90
24674,1998,80,86,107
42458,1994,97,88,85
54192,2012,105,104,104
12254,2000,112,112,108
19718,2004,111,98,81
10180,1998,101,95,NA
20630,2010,105,128,128
25653,2002,72,97,78
78925,1994,102,96,84
38103,2004,103,126,102
66859,1992,102,114,117
83695,1994,84,109,109
27909,1994,110,84,92
69847,1994,119,111,115
86722,1992,114,118,103
25374,1998,93,97,95
78110,1996,93,114,103
41969,1992,91,102,93
79817,2000,99,113,NA
80395,2000,112,113,112
65203,2000,125,114,107
26477,1992,120,135,131
83746,1994,100,122,100
64360,1998,95,128,84
29566,1996,101,114,105
41555,1998,93,109,88
53891,1996,120,89,82
47215,1992,93,98,97
17887,1994,100,85,101
72030,2010,87,69,65
10082,2002,96,80,102
86143,2006,113,103,121
68165,1998,95,112,107
44814,1998,107,131,112
94397,1998,83,87,NA
83498,1996,131,135,NA
61783,2002,107,107,114
53415,1994,95,105,111
57656,2002,90,102,112
11708,2002,112,104,105
77999,1992,85,104,108
57656,2000,91,110,118
66373,2010,103,110,110
51176,1992,120,116,111
51057,1994,91,105,107
12687,2006,128,125,113
42644,1994,104,104,116
19797,2004,102,101,94
84377,1998,102,79,89
66251,1998,105,98,108
29527,1996,104,87,93
31711,1994,135,128,118
94264,2006,100,99,105
58805,1994,116,108,105
89855,1998,93,91,78
77589,1992,97,109,112
69392,2002,105,116,NA
13207,1992,93,91,NA
34428,2002,108,113,121
97098,1996,108,109,NA
76797,2000,107,114,110
30001,1996,119,131,128
66293,1994,99,85,88
81731,2004,131,102,109
11358,2002,109,106,NA
68134,2006,105,93,85
79040,1994,94,119,91
53524,1994,105,93,80
84025,1992,100,97,95
64686,2012,135,128,126
69847,1996,105,118,114
11722,1996,79,79,86
18641,2008,106,113,118
43869,1996,97,94,82
27287,1998,113,105,95
19420,1992,108,94,94
99844,2000,95,108,98
67605,1992,72,92,NA
75158,1996,118,114,107
92948,1992,96,106,113
31288,1996,92,84,78
48052,1996,90,87,91
97415,2002,116,120,111
12771,1992,110,102,103
99149,1994,98,91,93
88745,1994,94,109,108
57836,1998,108,114,116
63394,2008,119,101,94
72052,1996,109,116,99
19298,1994,65,75,NA
96692,2006,79,80,77
41309,1994,95,116,110
23644,2000,106,110,118
25474,2000,98,109,99
94425,2004,102,108,110
99368,1994,118,98,NA
66340,1994,105,119,117
96231,1994,107,112,106
38889,1992,65,72,72
84769,2004,120,121,122
65818,1996,103,104,NA
56882,2004,65,65,65
14263,1992,109,117,112
77219,2006,108,128,110
94232,1996,108,81,89
62018,1992,86,80,83
