CASEID_1979,CPUBID1,CPUBID2,CPUBID3,CPUBID4,CPUBID5,CPUBID6
6434,47345,69583,11165,51882,NA,NA
6437,46688,NA,NA,NA,NA,NA
6442,26241,52373,94230,NA,NA,NA
6444,30864,85903,NA,NA,NA,NA
6445,44033,62972,25510,52876,77372,NA
6448,53402,69978,90927,38290,30296,16902
6449,74739,NA,NA,NA,NA,NA
6450,15221,63189,NA,NA,NA,NA
6455,49459,13514,38517,NA,NA,NA
6457,11722,45702,NA,NA,NA,NA
6461,86883,63175,NA,NA,NA,NA
6470,84946,87164,66661,NA,NA,NA
6472,59249,14034,76739,37961,97136,NA
6481,33190,82482,NA,NA,NA,NA
6482,60336,57547,15530,31351,57530,NA
6483,96211,NA,NA,NA,NA,NA
6485,13658,NA,NA,NA,NA,NA
6486,88805,28478,NA,NA,NA,NA
6487,89561,25588,24744,NA,NA,NA
6489,99425,NA,NA,NA,NA,NA
6502,80915,NA,NA,NA,NA,NA
6512,91082,88123,58904,NA,NA,NA
6513,41688,57234,NA,NA,NA,NA
6515,48903,71797,NA,NA,NA,NA
6516,11157,82061,63452,22350,35561,NA
6520,75375,35173,NA,NA,NA,NA
6521,78929,90660,35610,NA,NA,NA
6522,71984,57849,15126,NA,NA,NA
6523,12879,78813,12078,39325,36150,56656
6524,47721,60907,NA,NA,NA,NA
6525,18380,37611,99276,73392,NA,NA
6526,35165,30548,13995,NA,NA,NA
6532,79328,45232,30816,NA,NA,NA
6534,75766,NA,NA,NA,NA,NA
6536,58868,19641,NA,NA,NA,NA
6538,76850,39358,20160,NA,NA,NA
6539,51448,NA,NA,NA,NA,NA
6540,62704,NA,NA,NA,NA,NA
6541,17283,NA,NA,NA,NA,NA
6543,52046,NA,NA,NA,NA,NA
6548,75851,NA,NA,NA,NA,NA
6549,20107,NA,NA,NA,NA,NA
6552,25000,NA,NA,NA,NA,NA
6554,35050,NA,NA,NA,NA,NA
6555,28009,NA,NA,NA,NA,NA
6556,99360,30869,84642,NA,NA,NA
6563,41294,23736,NA,NA,NA,NA
6567,19899,NA,NA,NA,NA,NA
6568,57423,74304,NA,NA,NA,NA
6572,13357,42032,NA,NA,NA,NA
6575,18593,NA,NA,NA,NA,NA
6578,13635,17761,NA,NA,NA,NA
6579,20647,13097,73446,69429,NA,NA
6586,92777,73941,NA,NA,NA,NA
6587,95709,40972,17684,95385,NA,NA
6590,94591,64006,NA,NA,NA,NA
6591,22389,60751,70097,88788,NA,NA
6592,80451,30458,86075,NA,NA,NA
6602,50428,98344,86491,NA,NA,NA
6604,44036,71704,70801,66857,NA,NA
6605,23497,35801,NA,NA,NA,NA
6606,42585,76106,56172,43253,NA,NA
6609,31227,91215,NA,NA,NA,NA
6610,91741,49768,74741,25624,NA,NA
6611,56075,NA,NA,NA,NA,NA
6612,12587,82749,NA,NA,NA,NA
6613,39376,73156,NA,NA,NA,NA
6614,31143,59979,23992,NA,NA,NA
6615,82872,33707,NA,NA,NA,NA
6618,62845,39391,59159,21083,80409,67341
6622,62091,82375,90902,NA,NA,NA
6627,31545,NA,NA,NA,NA,NA
6628,72581,62886,NA,NA,NA,NA
6629,91428,83984,35551,32210,NA,NA
6630,77376,49679,NA,NA,NA,NA
6637,95020,94177,NA,NA,NA,NA
6638,52606,40811,NA,NA,NA,NA
6639,88090,83805,66469,NA,NA,NA
6641,54536,44317,NA,NA,NA,NA
6642,35614,50973,95715,NA,NA,NA
6643,44672,81184,86285,NA,NA,NA
6644,24003,87011,NA,NA,NA,NA
6645,39084,80217,NA,NA,NA,NA
6646,26132,21608,NA,NA,NA,NA
6647,73870,39467,NA,NA,NA,NA
6651,86664,39989,NA,NA,NA,NA
6652,51977,NA,NA,NA,NA,NA
6654,22990,15908,97179,NA,NA,NA
6658,40974,63343,51651,NA,NA,NA
6659,95200,88831,NA,NA,NA,NA
6662,57603,72787,81689,NA,NA,NA
6664,39601,NA,NA,NA,NA,NA
6665,23782,71752,NA,NA,NA,NA
6666,47735,NA,NA,NA,NA,NA
6667,27888,85330,NA,NA,NA,NA
6668,11859,25085,NA,NA,NA,NA
6669,50737,72620,27092,NA,NA,NA
6671,23662,72282,84143,39470,17554,13316
6672,51772,95032,94071,NA,NA,NA
6674,83094,38250,98639,NA,NA,NA
6675,44342,45372,96139,NA,NA,NA
6676,88652,17624,15999,NA,NA,NA
6684,13013,70341,76824,NA,NA,NA
6685,78455,NA,NA,NA,NA,NA
6693,13131,18819,NA,NA,NA,NA
6694,60071,NA,NA,NA,NA,NA
6695,44512,49501,NA,NA,NA,NA
6699,41627,83415,NA,NA,NA,NA
6703,74728,61563,61670,NA,NA,NA
6704,11877,29818,18445,NA,NA,NA
6707,82521,72130,69740,NA,NA,NA
6708,98130,NA,NA,NA,NA,NA
6709,56817,59530,47755,NA,NA,NA
6711,41255,62312,NA,NA,NA,NA
6712,88136,79765,NA,NA,NA,NA
6714,70805,NA,NA,NA,NA,NA
6718,37989,NA,NA,NA,NA,NA
6720,46898,NA,NA,NA,NA,NA
6722,90511,NA,NA,NA,NA,NA
6725,15047,48918,NA,NA,NA,NA
6730,47405,NA,NA,NA,NA,NA
6731,51370,NA,NA,NA,NA,NA
6734,73447,42177,NA,NA,NA,NA
6738,79065,32419,NA,NA,NA,NA
6740,97529,NA,NA,NA,NA,NA
6741,87147,NA,NA,NA,NA,NA
6742,84203,26173,24070,NA,NA,NA
6744,16473,97502,NA,NA,NA,NA
6745,76152,46164,NA,NA,NA,NA
6747,47637,55500,NA,NA,NA,NA
6749,11566,91641,53984,62047,NA,NA
6752,43465,26541,48148,76530,24938,NA
6753,36747,66612,NA,NA,NA,NA
6755,63847,61918,NA,NA,NA,NA
6756,25944,44470,NA,NA,NA,NA
6757,90400,NA,NA,NA,NA,NA
6758,76539,57066,NA,NA,NA,NA
6761,17836,NA,NA,NA,NA,NA
6763,47392,NA,NA,NA,NA,NA
6765,12126,46918,NA,NA,NA,NA
6767,63767,98278,NA,NA,NA,NA
6772,70625,99724,NA,NA,NA,NA
6773,85758,29608,70423,NA,NA,NA
6774,78695,41263,29991,37877,17972,NA
6777,67233,42333,24860,NA,NA,NA
6780,77656,84355,NA,NA,NA,NA
6783,83730,24971,NA,NA,NA,NA
6787,33834,39447,94760,16653,NA,NA
6788,18730,63338,76079,99706,NA,NA
6797,27727,NA,NA,NA,NA,NA
6807,85249,30334,33077,NA,NA,NA
6810,13959,NA,NA,NA,NA,NA
6814,70796,NA,NA,NA,NA,NA
6816,84738,86232,NA,NA,NA,NA
6817,19708,83103,NA,NA,NA,NA
6825,15320,83505,NA,NA,NA,NA
6826,10250,39975,NA,NA,NA,NA
6828,77850,36153,18356,NA,NA,NA
6829,62974,60191,66282,NA,NA,NA
6832,74737,65317,NA,NA,NA,NA
6835,77219,NA,NA,NA,NA,NA
6839,10737,95132,34112,NA,NA,NA
6842,89533,99703,86964,NA,NA,NA
6845,63002,72262,30430,NA,NA,NA
6847,98770,65588,95828,10253,74530,NA
6852,72709,59507,NA,NA,NA,NA
6854,64263,63361,NA,NA,NA,NA
6856,29493,71327,32765,NA,NA,NA
6858,41509,65363,27065,81335,28177,40230
6862,21467,52681,41310,63275,NA,NA
6866,58790,NA,NA,NA,NA,NA
6870,52315,68910,NA,NA,NA,NA
6875,49068,NA,NA,NA,NA,NA
6876,12407,15901,NA,NA,NA,NA
6877,59597,67796,NA,NA,NA,NA
6880,84699,29328,NA,NA,NA,NA
6881,77710,55540,77378,NA,NA,NA
6885,71749,77035,NA,NA,NA,NA
6887,52081,NA,NA,NA,NA,NA
6890,96033,79180,NA,NA,NA,NA
6891,90641,59509,NA,NA,NA,NA
6901,44427,NA,NA,NA,NA,NA
6905,13405,NA,NA,NA,NA,NA
6913,31422,53150,84755,NA,NA,NA
6915,24811,NA,NA,NA,NA,NA
6916,53537,84160,62619,74536,NA,NA
6917,76397,25467,NA,NA,NA,NA
6919,47929,80490,NA,NA,NA,NA
6920,39125,57643,34611,58432,NA,NA
6930,83718,38929,92249,NA,NA,NA
6931,37491,NA,NA,NA,NA,NA
6933,94002,NA,NA,NA,NA,NA
6937,37331,17811,NA,NA,NA,NA
6939,39654,99890,NA,NA,NA,NA
6940,76020,57443,NA,NA,NA,NA
6943,53101,70870,NA,NA,NA,NA
6945,84813,71755,NA,NA,NA,NA
6948,10626,80609,NA,NA,NA,NA
6950,44743,80733,61771,NA,NA,NA
6951,13313,84027,NA,NA,NA,NA
6952,68518,84386,NA,NA,NA,NA
6953,80858,31230,85956,82517,NA,NA
6956,98519,28149,47157,NA,NA,NA
6957,23953,68997,NA,NA,NA,NA
6962,88716,79092,54526,NA,NA,NA
6963,57972,29402,10756,NA,NA,NA
6965,80102,81782,73200,NA,NA,NA
6966,31249,80766,33563,NA,NA,NA
6967,87136,49615,81779,13824,16250,24807
6968,56484,NA,NA,NA,NA,NA
6970,77322,52021,NA,NA,NA,NA
6971,29913,26399,31247,NA,NA,NA
6983,32218,98744,NA,NA,NA,NA
6989,74677,98889,NA,NA,NA,NA
6992,21698,85456,96783,NA,NA,NA
6994,42500,NA,NA,NA,NA,NA
6995,16558,25301,64832,12849,NA,NA
7000,75900,79491,25634,99990,NA,NA
7002,20588,28479,20827,NA,NA,NA
7006,27216,24212,86035,NA,NA,NA
7012,42976,NA,NA,NA,NA,NA
7015,47470,73144,22784,42243,NA,NA
7016,34435,NA,NA,NA,NA,NA
7019,98579,61932,NA,NA,NA,NA
7020,86506,NA,NA,NA,NA,NA
7021,92011,NA,NA,NA,NA,NA
7022,52823,19444,30061,NA,NA,NA
7028,18698,75239,NA,NA,NA,NA
7030,44355,NA,NA,NA,NA,NA
7031,73924,59815,NA,NA,NA,NA
7032,48941,NA,NA,NA,NA,NA
7034,68740,19528,61179,NA,NA,NA
7038,95567,98888,NA,NA,NA,NA
7039,82050,94982,96301,NA,NA,NA
7042,63060,NA,NA,NA,NA,NA
7045,14982,34816,53084,NA,NA,NA
7046,93564,33175,85834,NA,NA,NA
7048,12800,NA,NA,NA,NA,NA
7049,47481,62896,99645,38238,NA,NA
7051,49967,NA,NA,NA,NA,NA
7052,79237,NA,NA,NA,NA,NA
7053,66186,34444,38362,32266,22720,NA
7054,76541,NA,NA,NA,NA,NA
7055,24131,NA,NA,NA,NA,NA
7058,30179,NA,NA,NA,NA,NA
7064,72249,97398,NA,NA,NA,NA
7065,96431,13128,26719,NA,NA,NA
7066,39082,16812,58901,32741,18908,NA
7073,67896,80302,17208,NA,NA,NA
7074,98520,11432,NA,NA,NA,NA
7075,27118,66462,NA,NA,NA,NA
7077,20690,17839,20958,NA,NA,NA
7081,46070,64136,NA,NA,NA,NA
7084,81127,38381,54575,NA,NA,NA
7085,69997,44641,98880,NA,NA,NA
7086,63086,74443,55541,NA,NA,NA
7088,94364,29167,95246,77257,NA,NA
7089,65682,39683,36632,84927,57394,NA
7092,33224,NA,NA,NA,NA,NA
7094,73669,46059,17945,NA,NA,NA
7097,90213,NA,NA,NA,NA,NA
7098,84465,83968,NA,NA,NA,NA
7102,65263,44434,NA,NA,NA,NA
7105,88799,73367,NA,NA,NA,NA
7106,84811,NA,NA,NA,NA,NA
7111,32214,86612,NA,NA,NA,NA
7115,62044,46662,NA,NA,NA,NA
7116,52528,21518,48725,NA,NA,NA
7118,43692,NA,NA,NA,NA,NA
7120,90331,NA,NA,NA,NA,NA
7123,66856,35944,86833,NA,NA,NA
7124,97285,12037,NA,NA,NA,NA
7126,74313,82811,17766,NA,NA,NA
7127,60953,39204,30242,90571,NA,NA
7128,27447,74086,NA,NA,NA,NA
7130,99348,91247,NA,NA,NA,NA
7137,93385,82981,NA,NA,NA,NA
7138,57857,34129,36042,NA,NA,NA
7139,79252,48286,35915,NA,NA,NA
7144,18762,34651,NA,NA,NA,NA
7146,56460,50479,NA,NA,NA,NA
7147,83632,NA,NA,NA,NA,NA
7148,93441,31851,NA,NA,NA,NA
7152,75485,17926,73459,18957,NA,NA
7153,35418,39424,NA,NA,NA,NA
7156,44052,11734,63902,NA,NA,NA
7157,76533,18058,NA,NA,NA,NA
7158,46248,59882,71956,19718,79934,NA
7160,62765,NA,NA,NA,NA,NA
7163,43939,55779,91111,39872,NA,NA
7166,18827,51294,NA,NA,NA,NA
7167,92142,12189,NA,NA,NA,NA
7169,86164,62504,77889,13383,NA,NA
7170,83086,64197,64461,NA,NA,NA
7171,96252,72030,NA,NA,NA,NA
7174,30985,13084,NA,NA,NA,NA
7175,44941,NA,NA,NA,NA,NA
7179,73837,29220,27820,NA,NA,NA
7180,61996,87978,NA,NA,NA,NA
7181,55008,NA,NA,NA,NA,NA
7183,90618,91618,97323,NA,NA,NA
7184,46418,50121,70323,83577,NA,NA
7186,90689,43455,NA,NA,NA,NA
7189,72613,55988,58648,NA,NA,NA
7192,12162,NA,NA,NA,NA,NA
7194,68922,12414,NA,NA,NA,NA
7197,90818,52016,NA,NA,NA,NA
7198,52575,47938,50073,NA,NA,NA
7199,93492,NA,NA,NA,NA,NA
7202,23418,NA,NA,NA,NA,NA
7207,54347,27668,86471,40437,NA,NA
7209,27597,33539,NA,NA,NA,NA
7211,68436,39291,NA,NA,NA,NA
7214,34427,81569,NA,NA,NA,NA
7215,35889,88681,NA,NA,NA,NA
7216,61800,NA,NA,NA,NA,NA
7217,50083,89912,52434,10617,42525,85935
7220,10562,93844,57979,34356,NA,NA
7224,69188,NA,NA,NA,NA,NA
7226,98690,18279,NA,NA,NA,NA
7228,68813,45087,34320,NA,NA,NA
7231,96018,NA,NA,NA,NA,NA
7232,58345,56464,NA,NA,NA,NA
7235,76600,58362,51195,NA,NA,NA
7236,33647,31956,NA,NA,NA,NA
7241,75333,75736,NA,NA,NA,NA
7244,75142,40771,47182,NA,NA,NA
7245,32069,NA,NA,NA,NA,NA
7246,36054,28967,24990,NA,NA,NA
7247,65232,NA,NA,NA,NA,NA
7249,73294,82004,64767,17577,NA,NA
7252,97267,36300,NA,NA,NA,NA
7253,35006,83342,95755,NA,NA,NA
7255,29426,NA,NA,NA,NA,NA
7256,66112,85915,20841,62579,NA,NA
7258,26681,91143,NA,NA,NA,NA
7259,34695,68578,32650,88817,98071,NA
7263,59760,71267,14033,58098,43080,91863
7264,16503,NA,NA,NA,NA,NA
7275,13542,49606,44978,NA,NA,NA
7276,85298,65867,NA,NA,NA,NA
7278,63178,70858,32595,31251,NA,NA
7282,55100,NA,NA,NA,NA,NA
7283,92023,NA,NA,NA,NA,NA
7284,49014,NA,NA,NA,NA,NA
7285,89830,93935,54229,10177,NA,NA
7286,58827,46258,NA,NA,NA,NA
7291,65702,NA,NA,NA,NA,NA
7295,88407,37327,NA,NA,NA,NA
7300,14813,NA,NA,NA,NA,NA
7302,98552,32798,53245,NA,NA,NA
7303,77100,NA,NA,NA,NA,NA
7304,93725,47269,NA,NA,NA,NA
7305,87917,66371,NA,NA,NA,NA
7308,82063,62115,NA,NA,NA,NA
7310,37778,10761,49864,76448,NA,NA
7314,24291,22862,23423,NA,NA,NA
7316,63763,29953,36842,NA,NA,NA
7317,96523,11107,NA,NA,NA,NA
7322,91012,84876,96692,NA,NA,NA
7323,40712,42347,NA,NA,NA,NA
7324,26955,36930,46172,10567,68534,75151
7325,89442,46736,51327,55065,10183,NA
7327,81203,NA,NA,NA,NA,NA
7331,91120,36279,45018,NA,NA,NA
7339,76195,79735,NA,NA,NA,NA
7341,40109,NA,NA,NA,NA,NA
7344,65664,23227,NA,NA,NA,NA
7345,36268,60908,26685,NA,NA,NA
7348,13782,NA,NA,NA,NA,NA
7350,35896,12667,36958,NA,NA,NA
7352,42983,NA,NA,NA,NA,NA
7355,56524,57490,NA,NA,NA,NA
7358,98615,49890,64503,NA,NA,NA
7359,51795,94187,70556,NA,NA,NA
7367,16868,34494,48160,56027,NA,NA
7368,37298,NA,NA,NA,NA,NA
7375,72387,89144,NA,NA,NA,NA
7376,14155,21941,NA,NA,NA,NA
7377,87331,70231,NA,NA,NA,NA
7378,79797,60549,NA,NA,NA,NA
7382,39232,NA,NA,NA,NA,NA
7383,25322,10180,NA,NA,NA,NA
7388,62622,99473,NA,NA,NA,NA
7389,16835,15580,84744,NA,NA,NA
7390,97084,34976,45664,NA,NA,NA
7391,83450,69756,NA,NA,NA,NA
7392,73871,NA,NA,NA,NA,NA
7393,30805,15981,NA,NA,NA,NA
7394,25899,NA,NA,NA,NA,NA
7396,99477,75064,94928,NA,NA,NA
7403,82679,NA,NA,NA,NA,NA
7408,22220,93701,NA,NA,NA,NA
7409,83525,48877,NA,NA,NA,NA
7414,28751,33413,NA,NA,NA,NA
7415,89936,87044,NA,NA,NA,NA
7418,33455,93042,71935,NA,NA,NA
7420,68933,36363,NA,NA,NA,NA
7421,68073,NA,NA,NA,NA,NA
7422,85251,NA,NA,NA,NA,NA
7423,25921,66775,NA,NA,NA,NA
7426,45782,75920,NA,NA,NA,NA
7428,97525,NA,NA,NA,NA,NA
7430,80513,96028,NA,NA,NA,NA
7432,32000,NA,NA,NA,NA,NA
7433,67478,90912,49759,72366,NA,NA
7435,26455,43492,NA,NA,NA,NA
7436,95604,77272,NA,NA,NA,NA
7437,80512,75570,NA,NA,NA,NA
7438,19695,25390,39549,NA,NA,NA
7439,58381,84375,NA,NA,NA,NA
7441,18943,49449,95146,NA,NA,NA
7442,13646,31855,NA,NA,NA,NA
7443,30522,72830,60800,NA,NA,NA
7445,91993,59678,NA,NA,NA,NA
7446,17723,67520,NA,NA,NA,NA
7447,17204,75197,73575,69260,NA,NA
7448,60197,93210,54463,72724,67259,NA
7449,60950,76727,22245,NA,NA,NA
7450,53969,98762,NA,NA,NA,NA
7451,30974,30707,50123,78542,NA,NA
7452,95397,NA,NA,NA,NA,NA
7453,51847,57288,40402,NA,NA,NA
7455,92053,54461,17765,22021,16584,14297
7458,59942,NA,NA,NA,NA,NA
7459,98730,77614,15398,25083,NA,NA
7460,75068,17894,81706,30495,NA,NA
7462,68902,16512,56017,NA,NA,NA
7464,58997,76808,89314,97243,NA,NA
7468,10254,63399,94571,NA,NA,NA
7470,65052,75915,67090,17590,NA,NA
7475,76502,20464,NA,NA,NA,NA
7477,64826,23282,NA,NA,NA,NA
7479,39562,58508,NA,NA,NA,NA
7480,18172,65498,94620,NA,NA,NA
7481,72746,16280,NA,NA,NA,NA
7485,97281,36099,NA,NA,NA,NA
7490,57727,NA,NA,NA,NA,NA
7492,12346,NA,NA,NA,NA,NA
7493,15474,35161,63295,NA,NA,NA
7494,42810,29171,60101,NA,NA,NA
7496,51817,14308,85645,NA,NA,NA
7497,70611,54201,NA,NA,NA,NA
7498,62284,75307,18077,NA,NA,NA
7500,34600,18236,NA,NA,NA,NA
7501,19506,62936,28373,61018,25474,NA
7503,87878,71582,96791,56396,71896,NA
7504,65840,58121,30263,96011,10492,NA
7506,86064,NA,NA,NA,NA,NA
7508,14272,32756,NA,NA,NA,NA
7510,12518,NA,NA,NA,NA,NA
7513,98715,38559,NA,NA,NA,NA
7514,19932,54845,NA,NA,NA,NA
7518,37335,51309,NA,NA,NA,NA
7520,35142,99933,80120,NA,NA,NA
7524,44048,19324,98215,16895,NA,NA
7525,27776,11500,NA,NA,NA,NA
7527,44592,35290,NA,NA,NA,NA
7529,44927,91465,52967,NA,NA,NA
7530,43156,NA,NA,NA,NA,NA
7531,46029,70806,27741,91550,NA,NA
7532,68516,79878,NA,NA,NA,NA
7537,14773,62513,NA,NA,NA,NA
7538,93672,13710,NA,NA,NA,NA
7543,18003,73167,NA,NA,NA,NA
7548,18816,88555,96330,85197,NA,NA
7551,90482,NA,NA,NA,NA,NA
7553,88294,NA,NA,NA,NA,NA
7560,19400,NA,NA,NA,NA,NA
7565,26712,NA,NA,NA,NA,NA
7571,86686,NA,NA,NA,NA,NA
7574,66527,68149,95913,NA,NA,NA
7575,50796,40256,NA,NA,NA,NA
7578,19656,76340,NA,NA,NA,NA
7580,13101,NA,NA,NA,NA,NA
7581,44089,NA,NA,NA,NA,NA
7583,30227,10613,75803,NA,NA,NA
7585,27240,92081,NA,NA,NA,NA
7586,34022,18663,NA,NA,NA,NA
7587,60932,33498,NA,NA,NA,NA
7591,21414,NA,NA,NA,NA,NA
7595,14916,61847,NA,NA,NA,NA
7598,80405,43298,NA,NA,NA,NA
7600,54514,24741,NA,NA,NA,NA
7601,22229,67645,83929,NA,NA,NA
7603,16452,54466,NA,NA,NA,NA
7605,43004,92294,NA,NA,NA,NA
7606,71322,38967,NA,NA,NA,NA
7607,22412,31057,NA,NA,NA,NA
7609,37670,95298,NA,NA,NA,NA
7616,20181,83813,NA,NA,NA,NA
7617,81039,85132,NA,NA,NA,NA
7618,74758,90577,NA,NA,NA,NA
7619,73845,64209,58540,NA,NA,NA
7622,74819,11654,53599,NA,NA,NA
7625,18787,47249,90694,47940,NA,NA
7626,13361,42821,NA,NA,NA,NA
7632,50788,NA,NA,NA,NA,NA
7636,45291,77568,19756,NA,NA,NA
7642,10568,NA,NA,NA,NA,NA
7645,94375,90905,70179,NA,NA,NA
7646,32803,64742,53297,NA,NA,NA
7648,38431,84609,34047,21612,NA,NA
7649,81682,76415,NA,NA,NA,NA
7652,30247,46230,NA,NA,NA,NA
7655,91834,16208,95973,NA,NA,NA
7657,64066,78036,NA,NA,NA,NA
7662,88466,12317,NA,NA,NA,NA
7665,60552,63374,NA,NA,NA,NA
7669,17391,33354,NA,NA,NA,NA
7670,40750,81113,64238,NA,NA,NA
7671,44551,78721,NA,NA,NA,NA
7672,56398,NA,NA,NA,NA,NA
7673,17880,32529,56657,10651,NA,NA
7678,84691,18897,NA,NA,NA,NA
7679,75856,NA,NA,NA,NA,NA
7681,21185,85520,21756,94772,NA,NA
7682,66764,NA,NA,NA,NA,NA
7683,20352,NA,NA,NA,NA,NA
7684,45728,52509,59968,NA,NA,NA
7685,25700,52616,25561,NA,NA,NA
7687,98810,33015,NA,NA,NA,NA
7688,23205,14477,NA,NA,NA,NA
7689,32817,67044,NA,NA,NA,NA
7691,25637,NA,NA,NA,NA,NA
7692,99782,NA,NA,NA,NA,NA
7694,84342,85453,58238,98409,NA,NA
7695,99033,79650,89318,57831,NA,NA
7704,74540,NA,NA,NA,NA,NA
7708,41632,NA,NA,NA,NA,NA
7710,30782,60646,NA,NA,NA,NA
7713,93622,83148,NA,NA,NA,NA
7722,75657,NA,NA,NA,NA,NA
7730,53477,NA,NA,NA,NA,NA
7735,61121,NA,NA,NA,NA,NA
7736,34756,NA,NA,NA,NA,NA
7739,33425,NA,NA,NA,NA,NA
7740,10027,24790,NA,NA,NA,NA
7745,12435,NA,NA,NA,NA,NA
7746,69345,46605,NA,NA,NA,NA
7747,98509,NA,NA,NA,NA,NA
7750,58860,20094,86465,NA,NA,NA
7751,41799,22846,NA,NA,NA,NA
7754,33926,NA,NA,NA,NA,NA
7755,71955,25626,NA,NA,NA,NA
7760,95620,NA,NA,NA,NA,NA
7761,30765,50318,NA,NA,NA,NA
7765,54576,23860,NA,NA,NA,NA
7771,32785,24641,NA,NA,NA,NA
7772,81870,61956,NA,NA,NA,NA
7774,15277,NA,NA,NA,NA,NA
7775,88556,NA,NA,NA,NA,NA
7777,99120,NA,NA,NA,NA,NA
7779,59609,47622,19880,50765,49774,NA
7781,53781,NA,NA,NA,NA,NA
7782,47391,61368,70093,NA,NA,NA
7788,36327,86435,NA,NA,NA,NA
7789,77292,69602,37088,57721,NA,NA
7791,13431,16720,NA,NA,NA,NA
7794,90321,31997,NA,NA,NA,NA
7795,39037,46934,37918,58420,NA,NA
7796,30055,91175,NA,NA,NA,NA
7797,34964,76051,NA,NA,NA,NA
7798,50286,48309,NA,NA,NA,NA
7802,97329,30963,43977,NA,NA,NA
7804,97472,71771,32264,22267,NA,NA
7806,64438,73693,32812,NA,NA,NA
7810,72717,96746,NA,NA,NA,NA
7813,60234,NA,NA,NA,NA,NA
7814,63522,18590,40386,NA,NA,NA
7815,96008,NA,NA,NA,NA,NA
7818,28422,85596,49627,44520,94508,NA
7819,89266,88261,NA,NA,NA,NA
7820,32277,64074,NA,NA,NA,NA
7821,90362,32546,57710,NA,NA,NA
7822,28783,NA,NA,NA,NA,NA
7823,56576,78406,NA,NA,NA,NA
7825,14699,73416,NA,NA,NA,NA
7828,80164,47789,65067,89227,NA,NA
7829,94158,30843,NA,NA,NA,NA
7830,68521,42101,NA,NA,NA,NA
7831,87722,29857,78353,52356,NA,NA
7832,47632,82520,97188,NA,NA,NA
7833,74377,83418,NA,NA,NA,NA
7835,67667,58622,31281,84026,NA,NA
7836,82490,82852,NA,NA,NA,NA
7838,17787,NA,NA,NA,NA,NA
7841,84163,NA,NA,NA,NA,NA
7842,98725,NA,NA,NA,NA,NA
7844,81475,NA,NA,NA,NA,NA
7846,20267,57345,NA,NA,NA,NA
7849,16201,77974,NA,NA,NA,NA
7851,98839,NA,NA,NA,NA,NA
7856,64247,90938,84212,77381,NA,NA
7864,26589,15396,65818,20386,97911,NA
7865,92627,53266,85941,19804,NA,NA
7869,94246,35005,51346,60356,87220,NA
7875,11159,NA,NA,NA,NA,NA
7878,42713,73223,NA,NA,NA,NA
7882,41943,62311,50327,NA,NA,NA
7883,77589,56201,86166,NA,NA,NA
7885,85609,22865,NA,NA,NA,NA
7886,98228,64064,51658,NA,NA,NA
7890,45298,NA,NA,NA,NA,NA
7891,65960,66565,NA,NA,NA,NA
7892,43039,72158,54825,NA,NA,NA
7893,51146,53956,90563,NA,NA,NA
7894,92041,NA,NA,NA,NA,NA
7895,65562,30733,54415,NA,NA,NA
7898,12737,44238,NA,NA,NA,NA
7900,47624,NA,NA,NA,NA,NA
7901,72330,79725,24001,NA,NA,NA
7904,97612,72453,44587,NA,NA,NA
7905,41155,66769,NA,NA,NA,NA
7910,92739,NA,NA,NA,NA,NA
7911,64275,99159,22782,NA,NA,NA
7912,74393,53620,95337,NA,NA,NA
7914,21790,15317,73407,95398,68489,24467
7915,60012,NA,NA,NA,NA,NA
7919,99698,29250,NA,NA,NA,NA
7921,55421,70848,35385,NA,NA,NA
7922,84189,NA,NA,NA,NA,NA
7924,86645,NA,NA,NA,NA,NA
7927,33884,43300,86971,98104,NA,NA
7928,77920,67578,30657,NA,NA,NA
7930,66244,42551,56703,NA,NA,NA
7931,25683,19454,90289,NA,NA,NA
7933,64867,51058,15795,NA,NA,NA
7938,60030,61218,75779,20780,29513,NA
7943,78110,NA,NA,NA,NA,NA
7945,86509,15458,41803,NA,NA,NA
7949,66604,11488,NA,NA,NA,NA
7950,56544,NA,NA,NA,NA,NA
7951,84581,NA,NA,NA,NA,NA
7952,77271,10658,91061,NA,NA,NA
7958,15149,53476,62776,49930,NA,NA
7959,98217,86109,NA,NA,NA,NA
7967,81840,30586,38525,NA,NA,NA
7968,28313,41497,74519,99730,95217,NA
7969,56936,40063,NA,NA,NA,NA
7971,47758,82955,88956,63569,87602,NA
7973,48264,55987,NA,NA,NA,NA
7974,16311,21541,NA,NA,NA,NA
7975,49916,18488,39236,NA,NA,NA
7979,77938,23253,NA,NA,NA,NA
7980,36945,36912,33882,NA,NA,NA
7981,25863,28319,NA,NA,NA,NA
7983,68468,47858,NA,NA,NA,NA
7985,32914,87568,54015,NA,NA,NA
7988,13986,NA,NA,NA,NA,NA
7990,88613,35228,NA,NA,NA,NA
7994,45150,71521,82464,98001,93472,NA
7997,49473,88020,25876,NA,NA,NA
7998,68080,43688,23436,NA,NA,NA
8000,17054,72278,48581,NA,NA,NA
8001,41544,75244,53109,99826,74333,NA
8006,28990,54092,74433,NA,NA,NA
8008,30934,NA,NA,NA,NA,NA
8015,84284,54629,13047,NA,NA,NA
8016,94459,62785,NA,NA,NA,NA
8017,24034,45308,83814,22751,NA,NA
8018,88154,51253,NA,NA,NA,NA
8020,62929,19502,34432,13194,NA,NA
8023,27683,NA,NA,NA,NA,NA
