CPUBID,CSEX,CMOB,CYRB
43455,1,3,1994
72613,1,12,1983
55988,2,3,1989
58648,1,5,1990
12162,2,9,1977
68922,1,8,1984
12414,2,10,1986
90818,2,6,1978
52016,1,2,1981
52575,1,2,1978
47938,2,1,1984
50073,2,1,1989
93492,2,6,1977
23418,1,5,1990
54347,1,3,1975
27668,1,2,1977
86471,1,11,1980
40437,1,11,1981
27597,2,4,1979
33539,2,2,1984
68436,1,7,1993
39291,1,10,1994
34427,2,3,1982
81569,2,1,2001
35889,1,12,1985
88681,2,7,1993
61800,1,4,1978
50083,2,7,1977
89912,1,7,1978
52434,2,4,1981
10617,2,8,1982
42525,1,11,1984
85935,1,10,1992
10562,1,4,1980
93844,1,5,1981
57979,1,11,1983
34356,1,2,1985
69188,2,1,1992
98690,2,6,1984
18279,2,1,1987
68813,2,12,1986
45087,2,11,1991
34320,1,7,1995
96018,2,9,1993
58345,1,5,1980
56464,1,12,2006
76600,2,4,1986
58362,2,4,1987
51195,2,11,1997
33647,1,9,1994
31956,1,10,1995
75333,2,6,1991
75736,1,7,1994
75142,2,5,1982
40771,2,12,1983
47182,1,8,1985
32069,2,8,1989
36054,2,3,1983
28967,2,5,1986
24990,1,2,1993
65232,2,2,1985
73294,2,10,1977
82004,1,1,1988
64767,2,8,1998
17577,2,8,1998
97267,2,1,1974
36300,1,2,1981
35006,2,1,1981
83342,1,8,1982
95755,1,3,1986
29426,1,8,1980
66112,1,5,1981
85915,2,9,1983
20841,1,11,1985
62579,1,1,1988
26681,2,7,1980
91143,1,5,1982
34695,1,8,1985
68578,1,6,1987
32650,1,12,1988
88817,1,2,1994
98071,2,1,1996
59760,1,6,1982
71267,2,2,1984
14033,2,6,1985
58098,2,11,1987
43080,1,10,1989
91863,2,6,1991
16503,1,8,1984
13542,1,9,1978
49606,2,12,1982
44978,2,7,1985
85298,1,6,1979
65867,2,2,1984
63178,1,6,1975
70858,1,1,1979
32595,1,10,1982
31251,2,7,1991
55100,1,4,1980
92023,1,4,1981
49014,1,8,1988
89830,1,8,1988
93935,2,5,1990
54229,2,1,1997
10177,1,9,2004
58827,2,11,1991
46258,1,11,1996
65702,2,2,1980
88407,1,12,1976
37327,1,10,1979
14813,1,12,1994
98552,2,4,1979
32798,1,7,1980
53245,2,7,1984
77100,2,5,1978
93725,1,8,1984
47269,1,3,1990
87917,2,6,1975
66371,2,9,1986
82063,2,7,1978
62115,2,10,1986
37778,1,10,1980
10761,1,9,1981
49864,1,11,1982
76448,1,11,1983
24291,1,12,1974
22862,2,2,1996
23423,1,2,2002
63763,1,4,1975
29953,2,9,1990
36842,1,11,1992
96523,1,12,1987
11107,1,12,1989
91012,2,8,1984
84876,1,11,1987
96692,1,8,1993
40712,2,10,1979
42347,2,6,1986
26955,2,7,1980
36930,2,3,1982
46172,2,7,1983
10567,1,11,1988
68534,2,11,1989
75151,1,11,1992
89442,1,12,1982
46736,1,5,1984
51327,1,1,1989
55065,2,5,1991
10183,1,10,1992
81203,2,9,1984
91120,1,6,1977
36279,2,8,1984
45018,2,3,1987
76195,1,8,1985
79735,1,8,1988
40109,2,10,1978
65664,1,4,1986
23227,2,4,1988
36268,1,11,1982
60908,1,11,1985
26685,1,4,1988
13782,2,7,1979
35896,2,10,1973
12667,2,3,1976
36958,2,1,1981
42983,2,7,1975
56524,2,9,1983
57490,2,5,1985
98615,2,2,1983
49890,2,11,1984
64503,2,2,1987
51795,1,6,1981
94187,1,7,1983
70556,2,2,1988
16868,1,11,1979
34494,2,9,1983
48160,1,7,1987
56027,2,6,1989
37298,2,1,2000
72387,2,1,1979
89144,1,5,1982
14155,1,7,1977
21941,2,6,1985
87331,1,11,1982
70231,1,4,1991
79797,1,4,1983
60549,2,1,1996
39232,1,6,1985
25322,1,6,1985
10180,1,1,1992
62622,1,1,1983
99473,2,7,1985
16835,1,7,1981
15580,1,1,1985
84744,2,4,1986
97084,1,7,1986
34976,1,1,1988
45664,2,5,1992
83450,2,8,1975
69756,2,12,1984
73871,1,12,1975
30805,2,2,1992
15981,2,12,1994
25899,1,1,1990
99477,2,6,1993
75064,2,5,1999
94928,2,9,2000
82679,2,1,1976
22220,1,6,1982
93701,2,12,1986
83525,2,7,1981
48877,2,4,1986
28751,1,11,1983
33413,1,9,1988
89936,2,10,1975
87044,2,7,1983
33455,1,6,1995
93042,1,6,1997
71935,2,5,2000
68933,2,5,1987
36363,1,6,1989
68073,2,1,1988
85251,1,8,1994
25921,1,5,1995
66775,1,6,1998
45782,1,7,1985
75920,1,1,1992
97525,1,11,1989
80513,2,8,1977
96028,2,6,1988
32000,1,11,1980
67478,2,6,1975
90912,1,4,1977
49759,1,5,1979
72366,2,4,1981
26455,2,9,1993
43492,2,5,1995
95604,1,1,1980
77272,2,2,1985
80512,2,2,1989
75570,1,3,1999
19695,1,7,1982
25390,2,12,1983
39549,2,3,1985
58381,1,1,1985
84375,1,6,1987
18943,2,5,1978
49449,2,9,1979
95146,2,6,1989
13646,1,12,1972
31855,1,2,1974
30522,2,5,1981
72830,2,11,1983
60800,1,1,2000
91993,2,2,1993
59678,1,9,1994
17723,1,7,1991
67520,1,6,1993
17204,1,3,1975
75197,2,2,1976
73575,1,8,1980
69260,1,9,1984
60197,1,3,1982
93210,2,4,1988
54463,2,3,1989
72724,1,4,1991
67259,1,4,1991
60950,2,11,1979
76727,1,11,1990
22245,2,11,1997
53969,2,1,1983
98762,2,1,1985
30974,1,9,1981
30707,2,11,1983
50123,2,9,1991
78542,1,5,1993
95397,2,6,1979
51847,1,8,1980
57288,1,6,1983
40402,2,5,1985
92053,1,10,1977
54461,2,6,1981
17765,2,6,1984
22021,1,4,1988
16584,1,10,1989
14297,1,3,1993
59942,1,12,1993
98730,1,9,1986
77614,2,10,1990
15398,1,12,1992
25083,2,2,1998
75068,2,8,1977
17894,1,1,1984
81706,2,4,1985
30495,2,9,1991
68902,2,9,1985
16512,2,9,1987
56017,1,1,1989
58997,1,3,1977
76808,1,10,1979
89314,2,4,1986
97243,2,12,1987
10254,1,2,1976
63399,1,2,1977
94571,1,3,1981
65052,2,4,1977
75915,2,1,1981
67090,1,1,1982
17590,1,8,1986
76502,1,1,1990
20464,2,8,1994
64826,1,11,1991
23282,1,5,1995
39562,2,2,1986
58508,1,12,1989
18172,2,7,1980
65498,2,1,1982
94620,1,3,1989
72746,1,8,1982
16280,1,8,1986
97281,1,7,1982
36099,1,7,1985
57727,1,7,1987
12346,2,1,1984
15474,1,1,1978
35161,2,2,1980
63295,1,7,1981
42810,2,9,1981
29171,1,8,1982
60101,2,4,1989
51817,2,7,1978
14308,2,1,1982
85645,2,7,1984
70611,1,11,1987
54201,2,6,1993
62284,1,5,1987
75307,2,5,1995
18077,2,9,1996
34600,1,6,1982
18236,2,12,1988
19506,1,10,1976
62936,1,3,1980
28373,1,6,1981
61018,2,10,1987
25474,2,3,1989
87878,2,2,1981
71582,1,1,1988
96791,2,10,1990
56396,2,8,1993
71896,2,4,2007
65840,1,5,1982
58121,2,8,1989
30263,1,7,1992
96011,1,1,1995
10492,1,1,1995
86064,2,3,1995
14272,2,9,1979
32756,1,10,1982
12518,1,11,1979
98715,2,10,1985
38559,1,8,1987
19932,1,7,1977
54845,2,5,1981
37335,2,1,1985
51309,1,12,1990
35142,2,7,1981
99933,1,8,1987
80120,2,2,1990
44048,1,9,1979
19324,2,1,1987
98215,2,8,1988
16895,1,2,1990
27776,1,11,1989
11500,2,5,1998
44592,2,2,1999
35290,2,6,2000
44927,1,3,1983
91465,1,1,1986
52967,1,5,1989
43156,1,6,1981
46029,2,5,1986
70806,2,7,1995
27741,2,4,2000
91550,1,7,2001
68516,1,11,1980
79878,1,3,1982
14773,2,4,1984
62513,1,6,1986
93672,2,4,1983
13710,2,4,1988
18003,2,12,1975
73167,1,4,1978
18816,2,3,1978
88555,2,5,1979
96330,1,8,1985
85197,2,4,1988
90482,1,11,1992
88294,2,8,1995
19400,1,4,1999
26712,2,1,1979
86686,2,9,1986
66527,1,11,1986
68149,1,8,1988
95913,2,8,1990
50796,1,10,1992
40256,2,7,1995
19656,2,4,1986
76340,1,2,1990
13101,1,7,1983
44089,2,9,1993
30227,1,6,1978
10613,1,1,1980
75803,2,9,1987
27240,2,10,1984
92081,2,10,2001
34022,2,5,1981
18663,2,12,1992
60932,2,3,1984
33498,1,5,1998
21414,1,1,1982
14916,1,6,1987
61847,2,1,1999
80405,2,7,1982
43298,1,4,1984
54514,1,12,1998
24741,1,12,1998
22229,2,5,1983
67645,2,9,1986
83929,2,4,1991
16452,1,2,1991
54466,2,5,1997
43004,1,12,1986
92294,1,1,1989
71322,2,6,1984
38967,1,6,1999
22412,1,5,1984
31057,2,1,1989
37670,2,10,1981
95298,2,2,1990
20181,1,1,1983
83813,2,3,1984
81039,2,3,1984
85132,2,10,1988
74758,1,9,1980
90577,2,2,1995
73845,1,9,1977
64209,2,8,1982
58540,1,1,1990
74819,1,12,1975
11654,2,5,1979
53599,1,5,1989
18787,2,6,1993
47249,2,6,1995
90694,2,11,1996
47940,2,2,1998
13361,2,7,1986
42821,2,8,1988
50788,1,4,1979
45291,2,5,1976
77568,1,3,1978
19756,1,12,1978
10568,2,1,1983
94375,2,4,1980
90905,2,9,1981
70179,2,7,1985
32803,1,7,1972
64742,2,6,1974
53297,2,6,1976
38431,2,8,1973
84609,1,12,1976
34047,2,12,1978
21612,1,7,1980
81682,2,4,1975
76415,2,1,1999
30247,2,3,1983
46230,1,8,1985
91834,1,10,1979
16208,1,7,1985
95973,1,10,1987
64066,1,1,1976
78036,2,9,1986
88466,1,12,1980
12317,2,4,1989
60552,2,7,1974
63374,1,5,1979
17391,2,4,1974
33354,2,7,1976
40750,2,7,1982
81113,2,3,1985
64238,1,6,1986
44551,2,2,1995
78721,1,5,1997
56398,2,8,1989
17880,2,5,1984
32529,1,1,1995
56657,1,1,1995
10651,1,1,1996
84691,2,5,1991
18897,2,7,1992
75856,2,12,1982
21185,2,1,1975
85520,2,11,1976
21756,1,10,1979
94772,1,8,1980
66764,1,5,1981
20352,2,11,1981
45728,1,3,1987
52509,1,1,1991
59968,2,5,1994
25700,2,12,1978
52616,1,1,1982
25561,1,6,1986
98810,2,4,1990
33015,2,12,1997
23205,1,3,1984
14477,2,12,1985
32817,1,10,1982
67044,1,10,1984
25637,2,4,1993
99782,1,9,1996
84342,1,4,1983
85453,1,6,1987
58238,2,2,1991
98409,2,6,1993
99033,1,10,1983
79650,1,3,1989
89318,1,12,1990
57831,1,8,2001
74540,2,10,1993
41632,1,1,1988
30782,2,1,1977
60646,1,6,1980
93622,2,12,1988
83148,1,4,1993
75657,1,5,1986
53477,1,8,1985
61121,1,6,1990
34756,2,7,1983
33425,2,12,1989
10027,1,1,1989
24790,2,5,1990
12435,1,8,1985
69345,2,8,1985
46605,2,12,1988
98509,2,8,1989
58860,2,9,1982
20094,2,3,1987
86465,1,3,1989
41799,1,10,1983
22846,2,11,1986
33926,1,10,1983
71955,2,8,1983
25626,2,10,1986
95620,1,5,1993
30765,1,3,1984
50318,2,12,1986
54576,2,6,1988
23860,2,1,1990
32785,2,3,1986
24641,2,5,1988
81870,1,5,1985
61956,2,10,1988
15277,2,12,1981
88556,1,10,1977
99120,1,11,1974
59609,1,9,1978
47622,1,3,1981
19880,1,7,1982
50765,1,4,1984
49774,1,9,1985
53781,1,8,1979
47391,1,11,1975
61368,2,7,1977
70093,2,7,1978
36327,2,4,1990
86435,1,8,1993
77292,1,12,1975
69602,1,8,1980
37088,2,7,1981
57721,2,4,1985
13431,2,11,1990
16720,2,4,1996
90321,2,12,1977
31997,1,1,1982
39037,2,1,1976
46934,2,3,1979
37918,2,2,1982
58420,2,5,1996
30055,2,3,1980
91175,1,4,1989
34964,1,5,1979
76051,2,11,1981
50286,2,1,1978
48309,1,11,1980
97329,1,8,1979
30963,1,9,1980
43977,2,1,1993
97472,1,4,1980
71771,1,4,1982
32264,2,1,1990
22267,2,1,1990
64438,1,12,1983
73693,1,12,1989
32812,1,4,1992
72717,1,2,1981
96746,1,8,1993
60234,2,11,1981
63522,2,7,1977
18590,1,6,1980
40386,1,4,1983
96008,2,2,1986
28422,2,12,1972
85596,1,12,1975
49627,2,5,1986
44520,1,10,1988
94508,2,2,1990
89266,1,7,1983
88261,2,11,1988
32277,1,4,1981
64074,1,7,1988
90362,1,2,1978
32546,1,12,1980
57710,2,6,1982
28783,1,6,1996
56576,1,2,1980
78406,1,11,1983
14699,1,3,1988
73416,2,5,1990
80164,1,8,1987
47789,1,8,1993
65067,1,1,2003
89227,1,1,2005
94158,2,1,1979
30843,2,4,1991
68521,1,5,1982
42101,1,12,1984
87722,1,9,1982
29857,2,5,1986
78353,1,11,1987
52356,2,11,1987
47632,1,4,1980
82520,2,10,1981
97188,2,7,1984
74377,1,9,1986
83418,1,4,1988
67667,1,7,1977
58622,2,8,1980
31281,1,1,1987
84026,2,4,2000
82490,1,5,1986
82852,2,1,1988
17787,2,9,1982
84163,2,7,1988
98725,2,6,1986
81475,2,8,1979
20267,2,1,1983
57345,2,3,1986
16201,2,9,1984
77974,1,1,1993
98839,1,9,1986
64247,2,7,1988
90938,2,9,1991
84212,2,8,1994
77381,2,2,1996
26589,1,7,1980
15396,2,12,1988
65818,2,10,1990
20386,1,2,1995
97911,2,5,2006
92627,2,4,1983
53266,1,2,1985
85941,1,7,1987
19804,1,9,1999
94246,1,8,1981
35005,1,12,1983
51346,1,12,1984
60356,2,12,1985
87220,1,1,1990
11159,2,6,1991
42713,1,12,1987
73223,1,9,1989
41943,2,3,1975
62311,1,1,1979
50327,2,11,1981
77589,2,10,1979
56201,1,12,1991
86166,2,2,1993
85609,2,10,1976
22865,2,5,1984
98228,2,4,1977
64064,2,10,1978
51658,2,2,1982
45298,2,5,1987
65960,2,4,1981
66565,2,3,1990
43039,2,3,1981
72158,2,5,1983
54825,2,11,1987
51146,2,11,1979
53956,1,5,1982
90563,2,5,1985
92041,1,10,1976
65562,1,12,1984
30733,2,2,1987
54415,1,3,1990
12737,2,5,1978
44238,1,5,1982
47624,2,11,1999
72330,1,11,1980
79725,1,6,1983
24001,1,6,1984
97612,1,3,1986
72453,2,3,1988
44587,1,3,1990
41155,2,5,1978
66769,2,9,1982
92739,2,1,1986
64275,2,6,1976
99159,2,7,1978
22782,2,3,1984
74393,1,6,1978
53620,2,7,1979
95337,2,1,1981
21790,1,5,1979
15317,1,3,1981
73407,1,7,1982
95398,1,4,1985
68489,1,8,1988
24467,1,7,1990
60012,2,9,1982
99698,1,4,1986
29250,2,10,1988
55421,2,10,1977
70848,1,9,1978
35385,1,2,1981
84189,1,10,1979
86645,2,12,1976
33884,1,7,1976
43300,1,9,1977
86971,1,3,1981
98104,1,6,1985
77920,2,8,1982
67578,2,10,1988
30657,2,6,1991
66244,2,10,1985
42551,1,1,1987
56703,2,2,1989
25683,1,11,1988
19454,1,6,1991
90289,2,12,1998
64867,1,5,1973
51058,1,12,1975
15795,1,6,1990
60030,2,1,1978
61218,1,7,1979
75779,1,9,1980
20780,1,10,1981
29513,2,1,1984
78110,2,7,1988
86509,2,4,1982
15458,2,6,1985
41803,1,1,1988
66604,2,2,1985
11488,1,4,1987
56544,1,10,1985
84581,2,2,1995
77271,2,9,1987
10658,1,10,1992
91061,1,6,1996
15149,2,6,1982
53476,2,3,1984
62776,1,11,2001
49930,2,11,2001
98217,2,7,1998
86109,1,10,1999
81840,1,1,1976
30586,1,5,1978
38525,2,2,1981
28313,1,6,1980
41497,1,7,1982
74519,1,12,1986
99730,1,10,1992
95217,2,9,1994
56936,1,3,1986
40063,2,9,1987
47758,1,4,1981
82955,2,12,1983
88956,1,9,1987
63569,1,6,1989
87602,2,6,1991
48264,1,11,1991
55987,2,9,1994
16311,1,2,1983
21541,2,5,1988
49916,1,11,1981
18488,2,4,1988
39236,1,11,1989
77938,2,1,1982
23253,1,7,1986
36945,1,10,1987
36912,1,5,1990
33882,2,10,1992
25863,2,12,1979
28319,2,6,1981
68468,1,5,1982
47858,2,8,1989
32914,1,3,1982
87568,1,10,1984
54015,2,10,1989
13986,1,8,1989
88613,2,7,1988
35228,1,10,1996
45150,1,8,1983
71521,2,5,1987
82464,2,11,1989
98001,2,12,1992
93472,2,3,2001
49473,2,7,1994
88020,2,9,1997
25876,2,3,2001
68080,2,4,1992
43688,1,1,1995
23436,1,1,1997
17054,1,2,1981
72278,2,8,1983
48581,2,9,1984
41544,2,10,1973
75244,2,3,1976
53109,2,1,1978
99826,2,3,1981
74333,1,4,1984
28990,2,12,1981
54092,2,3,1992
74433,1,4,1995
30934,2,3,1986
84284,2,4,1979
54629,2,10,1980
13047,2,9,1982
94459,2,9,1982
62785,2,5,1988
24034,1,7,1975
45308,1,12,1978
83814,2,1,1989
22751,1,6,1990
88154,2,7,1978
51253,2,12,1980
62929,2,2,1992
19502,2,12,1993
34432,2,11,1997
13194,2,4,2000
27683,1,4,1984
67962,2,1,1974
63801,1,8,1979
27484,1,6,1980
40527,2,2,1982
17338,2,11,1981
79621,2,3,1984
77155,2,2,1998
75929,1,10,1981
87039,2,9,1982
32540,1,8,1985
98697,2,1,1996
42762,2,10,2000
86171,1,10,2000
29936,2,10,1990
25271,1,12,1995
15341,2,10,2000
38801,2,7,1988
63764,1,11,1993
95102,1,6,1995
53651,1,3,2000
57151,1,1,1981
81884,2,5,1991
67083,2,10,1992
23550,2,5,1994
54044,1,10,1989
53704,2,3,1983
58805,1,5,1985
65335,1,10,1987
79219,2,5,1978
67061,2,11,1979
51354,1,11,1980
66156,2,1,1983
20060,1,3,1984
60025,1,3,1988
26477,2,6,1983
84228,1,7,1987
81976,1,12,1979
77671,1,6,1983
75343,2,3,1985
96059,2,11,1986
96348,2,7,1989
23978,1,9,1987
10434,2,5,1989
83631,1,1,1979
41858,2,12,1985
32866,1,11,1986
53232,2,10,1987
88919,2,2,1978
79045,1,4,1979
44040,1,8,1980
17135,2,8,1982
34583,2,3,1984
97298,1,4,1985
21538,1,4,1987
32437,2,10,1996
68261,1,4,1987
26803,1,7,1988
88859,1,6,1990
36316,1,12,1982
19137,1,6,1987
36622,2,1,1991
60596,2,8,1978
59239,1,4,1988
20175,1,12,1991
85852,2,7,1996
52647,2,11,1981
44210,1,7,1983
77864,2,1,1983
25753,1,1,1989
17985,1,6,1993
78429,1,1,1995
21547,1,8,1985
37518,2,10,1989
86136,1,11,1978
15314,1,11,1979
17227,1,9,1984
61539,1,2,1991
36807,1,8,1996
83538,2,11,1982
85205,1,10,1995
95421,1,8,1978
33790,2,8,1982
71565,2,4,1984
99980,2,6,1988
83829,1,5,1976
15880,1,6,1977
55039,2,12,1985
77509,2,12,1986
80115,1,11,1990
80389,1,3,1993
89777,1,8,1978
78283,2,6,1982
23982,1,5,1986
75406,2,5,1986
57373,2,11,1990
21740,1,2,1996
12191,1,12,1979
98991,1,4,1985
45319,1,10,1992
90240,NA,NA,NA
18376,NA,NA,NA
73116,NA,NA,NA
46306,NA,NA,NA
59966,1,1,1987
29389,1,12,1989
83126,1,1,1992
45373,1,4,1984
91979,2,10,1975
68820,2,1,1977
95823,2,8,1978
66146,1,12,1984
44870,2,12,1976
91694,1,6,1989
23797,1,7,1982
34627,2,6,1985
41879,1,4,1994
93918,1,11,1985
33412,1,8,1978
67078,2,8,1981
73512,1,1,1984
52744,1,1,1994
35612,2,5,1996
48205,1,3,1983
12035,1,12,1984
41403,2,3,1980
83585,1,5,1985
92543,1,4,1994
52555,1,9,1986
72419,2,1,1990
37415,1,9,1992
53609,1,9,1984
29265,1,10,1988
37172,2,12,1997
29085,2,2,1999
66421,1,4,1989
45501,2,4,1995
96389,2,5,1989
48796,2,8,1991
49525,1,4,1992
39838,1,11,1999
71485,2,5,1989
83333,2,5,1981
47554,2,7,2001
63118,1,6,1984
10157,1,8,1986
10961,2,4,1977
51351,2,6,1978
11835,1,6,1982
10201,1,4,1987
56825,1,1,1976
47168,2,12,1978
67595,2,1,1983
57382,2,9,1984
61532,2,3,1994
10906,2,3,1994
15123,2,7,1981
82260,2,6,1983
11275,1,5,1989
63323,1,5,1987
85102,1,6,1992
18204,1,11,1976
63099,1,11,1977
25425,2,10,1978
56219,1,12,1984
93023,2,11,1988
81795,1,1,1991
54371,1,11,1980
17351,1,10,1993
71419,2,9,1986
30497,1,7,1988
24563,2,4,1979
97348,1,12,1981
32095,2,2,1986
22690,1,2,1975
18162,2,9,1981
19122,2,4,1983
75686,1,8,1980
76709,1,10,1981
46305,1,8,1989
54951,1,3,1985
66824,1,1,1985
67841,2,2,1986
51065,2,2,1988
26929,2,11,1989
23348,2,11,1992
40541,2,3,1979
22658,1,1,1980
44009,1,10,1982
60205,1,3,1992
61955,1,11,2001
24100,2,4,1976
62148,2,4,1978
20455,2,11,1981
11962,1,2,1984
68379,2,11,1991
53666,2,12,1982
28969,1,6,1985
92713,2,8,1982
71992,2,4,2000
14621,2,6,2006
89279,1,5,1977
11441,1,5,1988
39638,1,12,1981
72484,2,7,1981
56807,1,6,1987
97534,2,11,1990
71558,1,2,2001
94018,1,10,1982
62803,1,8,1986
81098,2,9,1991
93728,2,12,1992
40245,1,5,1993
69046,1,4,1995
78107,1,8,1998
13915,1,5,1978
83062,2,12,1993
45253,1,4,1976
81849,2,1,1979
45661,1,10,1983
41785,1,8,1988
24400,1,9,1977
31727,2,9,1988
22468,1,6,1990
15838,1,3,1978
16607,1,3,1987
36742,1,4,1990
96656,2,4,1991
59596,1,12,1977
71523,2,11,1978
39091,1,10,1983
47811,1,3,1986
97630,2,9,1991
33905,2,12,1992
57004,2,11,1992
76820,2,10,1995
66762,1,7,1997
46299,2,6,1979
30256,1,8,1982
49714,2,8,1982
66340,1,9,1988
45416,2,2,1988
12599,2,4,1989
71043,2,5,1990
69506,2,4,1992
35300,1,9,1993
34083,2,8,1982
62433,2,10,1984
69956,1,8,1990
23237,2,7,1996
34198,1,11,1998
14637,1,5,2001
48469,2,5,1979
44559,1,3,1977
40795,1,8,1980
38103,2,7,1993
91501,2,11,1994
57226,1,11,1994
20973,1,2,1978
14419,1,8,1979
36987,2,12,1981
86389,1,7,1986
33512,2,12,1977
34941,2,8,1979
43102,1,6,1986
96325,2,2,1974
37561,2,9,1975
63233,2,7,1977
25059,2,7,1978
26730,2,1,1980
77622,1,3,1982
62399,2,10,1976
45011,1,7,1978
17676,1,6,1986
32639,1,8,1989
73683,2,8,1974
97180,1,7,1976
50226,2,12,1981
62387,1,6,1981
51386,1,7,1991
51753,1,5,1992
30310,1,7,1993
93782,1,2,1995
88595,2,7,2000
29187,1,7,1985
50484,2,11,1992
27830,1,2,1996
98155,2,7,1982
54141,1,8,1983
59253,1,2,1987
62826,2,5,1988
22426,1,11,2001
37643,2,5,2004
15990,2,5,1979
48607,2,11,1983
63662,2,8,1986
49640,1,11,1990
62828,1,4,1979
86978,2,4,1980
68283,1,11,1981
85637,1,11,1983
70802,1,3,1988
84191,2,1,1990
67059,2,6,1981
38648,1,5,1984
45380,2,12,1985
58147,2,1,1978
99786,1,4,1979
27596,2,6,1981
18042,1,8,1982
38979,1,2,1994
88708,2,6,1997
67327,2,7,1988
15247,1,2,1982
49420,2,9,1983
15890,2,1,1988
14104,2,2,1990
64759,1,7,1973
56286,1,11,1974
79240,2,10,1978
26426,1,11,1976
96350,2,3,1988
51467,1,11,1979
18280,2,2,1984
52937,2,9,1980
56271,1,7,1985
70041,2,3,1977
35333,1,1,1980
73394,1,11,1981
36725,1,6,1983
31616,1,11,1986
76508,1,8,1989
32371,1,12,1993
70591,1,10,1995
48395,1,5,1997
97261,1,5,1986
12254,2,6,1992
67865,2,10,1973
67972,1,9,1975
16970,2,10,1978
21118,2,8,1985
32888,1,7,1993
73250,1,8,1983
63412,2,12,1985
65044,2,5,1985
26907,2,1,1987
69038,1,7,1990
88992,1,9,1994
62360,1,5,1998
82341,1,1,1975
45902,1,3,1977
70986,1,2,1980
88559,2,8,1982
88159,1,1,1988
58526,2,4,1990
80166,2,10,1995
22487,2,1,1983
17548,2,3,1990
28587,1,7,1987
10153,1,6,1993
65461,2,7,1978
94104,2,2,1982
44264,1,9,1987
54410,2,7,1990
29383,2,3,1985
25781,1,6,1990
79076,2,7,1999
40381,1,9,1988
11514,2,8,1997
24468,1,10,1999
23587,1,1,1980
36707,1,5,1981
12622,2,2,1983
70973,1,5,1987
39887,2,1,1982
55461,2,11,1983
13427,1,4,1982
53749,2,12,1983
45513,1,2,1989
31189,2,9,1990
22080,2,12,1980
85092,2,3,1982
83993,2,9,1985
84511,2,6,1991
62010,2,6,1991
68191,2,6,1983
32296,1,6,1986
97993,1,5,1985
88653,1,12,1986
47677,2,1,1986
57176,1,7,1988
52927,2,12,1980
53021,2,3,1978
11664,2,5,1981
56113,2,11,1977
91558,2,6,1981
20919,1,7,1988
98256,2,3,1987
59897,2,4,1994
88018,1,6,1981
45419,2,6,1985
56805,1,11,1989
16631,1,11,1991
65467,2,10,1986
16531,2,9,1987
75774,1,11,1990
23447,2,10,1991
75355,1,2,1993
50439,1,10,1982
82327,2,10,1983
98781,1,12,1980
45595,1,6,1988
27454,1,9,1983
82248,2,9,1982
89493,1,6,1985
80713,2,8,1990
78401,1,8,1980
44523,2,7,1984
56088,1,11,1987
44730,1,7,1992
35330,2,12,1981
85756,1,10,1992
32942,1,12,1993
62484,2,6,1999
32783,1,6,1983
75158,2,4,1985
15334,1,8,1986
21953,1,8,1987
90253,2,1,1976
33746,2,1,1980
41054,1,3,1976
56335,2,1,1979
59558,2,5,1997
28649,1,2,2000
94130,2,3,1977
83688,2,11,1979
14449,2,4,1988
13546,1,5,1980
55755,1,5,1993
55546,2,1,1995
20017,1,10,1988
96520,2,2,1992
77760,1,7,1995
78951,1,3,1998
74840,2,4,1992
23413,1,5,1994
34785,1,8,1996
55388,1,6,1984
68678,1,8,1985
48306,1,6,1988
16388,2,9,1985
59012,2,3,1987
97824,2,9,1990
52473,1,6,1992
35680,1,4,2005
74510,1,9,1980
70368,2,10,1985
78728,2,7,1981
87499,1,5,1987
43929,1,12,1989
67277,1,6,1977
94996,2,12,1982
62349,2,1,1985
67847,2,4,1980
17444,2,9,1983
47921,2,4,1986
85982,1,12,1978
40078,2,2,1982
12875,1,8,1985
66814,1,11,1987
54775,2,5,1976
27688,2,11,1983
51508,1,11,1985
79173,2,3,1986
10629,1,11,1982
97165,2,11,1988
30223,2,3,1990
89568,2,12,1981
71793,1,5,1985
50500,2,5,1979
83055,1,5,1985
71067,1,10,1978
88230,2,8,1976
57220,2,6,1978
74963,2,6,1980
71160,2,6,1986
21704,2,5,1982
19835,1,3,1979
90632,1,6,1981
25441,2,12,1981
12810,1,11,1987
22948,1,12,1985
63331,1,5,1993
59930,2,7,1980
98908,1,9,1987
54216,1,9,1982
11666,1,6,1987
41319,2,8,1995
28188,2,6,1990
78827,1,2,2001
75978,2,4,1980
94630,1,9,1985
45753,1,9,1989
31726,1,12,1993
45171,2,5,1979
11909,1,12,1980
38561,2,5,1982
66155,1,10,1988
30906,1,10,1983
31262,2,10,1987
18378,1,3,1974
11372,2,12,1976
94680,2,12,1974
80437,1,3,1985
24556,1,9,1988
59116,2,12,1979
27504,1,3,1982
76873,1,6,1982
23969,2,1,1992
41675,2,1,1995
95764,2,9,1982
81654,1,2,1986
86219,1,3,1977
57118,2,10,1978
55845,2,1,1982
82542,1,3,1984
24074,2,11,1987
49325,1,12,1990
81875,1,10,1976
36512,1,3,1979
91378,2,9,1983
14918,2,7,1978
52056,1,7,1980
42458,1,2,1984
31849,1,2,1986
50215,1,3,1990
89237,1,11,1994
91071,2,7,1998
52375,2,4,2001
69691,2,11,1991
68244,1,8,1995
22588,2,1,1985
31937,1,4,1988
47516,2,4,1982
72239,1,3,1992
93125,2,12,1977
69595,2,11,1978
