CPUBID,year,piat_math,piat_recog,piat_comp
67975,2006,117,123,120
25817,2000,100,95,97
43131,2010,109,116,123
96099,1992,104,116,110
77148,2012,94,102,89
80507,1996,93,94,NA
55779,1996,95,93,91
89295,1992,111,113,110
98939,1996,96,89,NA
62484,2010,119,116,94
55484,1998,96,102,94
49635,2006,116,135,119
60860,2000,101,125,NA
54884,2008,95,97,96
29394,1996,98,106,109
62342,2002,100,97,89
NA,2008,135,111,102
74333,1996,102,113,98
44239,2004,117,103,121
38381,1998,116,118,114
15196,2014,98,92,98
93513,1996,96,125,99
51252,1998,102,107,91
84375,1992,69,135,NA
43078,1994,80,103,NA
73607,1992,110,111,116
20738,1996,114,118,109
95231,1994,103,99,100
74951,2010,116,118,114
67529,2000,92,106,108
97795,2004,114,105,102
75142,1996,115,120,103
18578,2000,86,65,65
46521,1992,101,102,94
48903,2006,103,131,122
50796,2002,77,103,100
37991,2008,102,125,121
86398,1998,92,100,93
82852,1994,96,98,99
44319,1992,82,86,89
16611,2006,112,119,86
33705,2000,109,128,114
25681,1998,94,88,88
10230,1994,74,105,107
97872,2000,81,101,NA
88144,2004,92,85,105
66613,1992,95,97,92
86033,2004,131,135,131
91191,2000,101,123,119
94230,1998,92,105,109
48273,1996,101,85,81
85695,2002,106,121,NA
44865,2012,90,90,86
53341,2004,118,123,95
22050,2004,128,119,125
53341,2002,107,112,106
58211,2008,100,85,100
84473,1992,93,107,103
45168,1992,128,122,125
64238,1994,100,96,94
45984,1998,116,103,110
18619,2002,82,74,77
48357,1992,93,120,NA
51906,1996,99,118,109
36534,1998,87,92,94
48647,1996,87,74,72
60215,1998,121,105,112
31726,2002,102,103,92
53774,2000,100,104,103
24855,2006,125,131,125
59538,2002,108,122,114
61418,2006,65,65,65
12365,1992,86,86,89
66227,2004,90,106,NA
NA,2004,90,115,97
19284,1996,116,120,121
36159,1998,101,111,NA
40405,1992,97,135,NA
69569,1998,113,119,NA
34421,1998,103,84,86
57662,1996,112,113,NA
10868,1994,98,121,122
48587,2002,69,75,65
50820,2008,94,122,95
52509,2002,109,105,98
80038,2000,112,123,110
48572,1994,80,74,74
17708,2004,65,95,89
57927,1994,103,100,90
76820,2006,115,135,104
66340,2000,95,93,86
97630,2002,109,122,102
30081,2010,116,123,122
87258,2008,131,116,117
91725,1996,116,101,84
20355,2010,135,103,107
24554,2008,123,117,NA
15784,1994,128,111,107
81902,1998,83,107,108
25899,2004,107,122,106
20017,1994,72,87,NA
90770,2008,118,126,111
37110,1992,117,113,107
12681,2002,118,112,102
75968,1994,100,93,96
56093,2000,84,95,89
87136,1992,94,101,97
56069,2002,125,118,112
99178,1998,82,80,78
32348,2004,108,109,104
86057,2002,112,118,122
32878,1998,93,88,99
47980,2008,104,120,93
11432,1996,83,95,97
64990,2010,112,109,105
44371,1996,105,120,108
54163,1992,103,93,NA
58931,1992,78,90,81
18363,1996,98,98,NA
68518,1992,91,101,98
74783,1992,118,101,102
99703,2006,126,135,107
70423,1994,87,98,NA
37359,2000,105,125,NA
78488,1994,107,113,105
23508,1992,78,84,65
97915,1996,135,108,101
29446,1992,89,109,117
20510,2000,118,135,NA
61061,1994,89,97,NA
12067,2000,110,125,108
99713,2004,123,135,114
93513,2000,103,107,91
78381,1996,110,108,100
48899,1992,97,107,109
97751,1994,84,94,94
99966,1994,116,125,119
64239,1996,96,94,93
15462,2006,103,105,104
37814,1992,65,88,91
32695,1996,91,114,108
75649,2004,101,125,NA
16942,2000,112,126,117
56587,2006,123,93,102
33077,1998,105,92,92
24402,2002,106,135,102
75404,2004,108,116,110
34785,2010,106,113,104
92713,1996,100,99,90
47618,1996,101,105,85
68689,1992,93,98,98
76030,1998,90,98,107
60187,1996,82,88,91
78736,1994,107,111,114
43961,1996,112,115,NA
73967,2000,65,108,88
12748,1996,113,113,102
80368,2008,135,120,107
69581,2004,128,116,99
66463,1992,115,107,106
37127,2006,100,92,97
69285,2002,106,120,102
74823,1996,119,122,112
23078,1996,100,108,112
91576,1996,83,98,NA
65202,2008,93,104,93
77160,2000,105,97,90
64455,2008,115,112,112
27938,1992,110,95,NA
13019,2010,84,101,93
35927,2008,117,118,103
75897,1996,82,94,NA
25405,2006,111,110,107
99042,2006,128,120,117
69854,2002,135,135,108
60860,2004,107,105,103
56703,2000,91,87,82
44213,2012,112,116,115
29662,2010,107,109,116
19571,1998,103,106,105
82246,1996,112,98,100
18121,1996,128,125,123
66311,1996,111,120,NA
50311,2002,103,113,105
97457,1992,82,88,91
87314,2000,112,102,102
13970,2004,118,107,103
85974,1994,116,122,128
69953,1992,93,103,108
NA,2008,77,106,NA
47097,2000,123,108,111
39729,1996,81,116,NA
68873,2008,90,102,95
87832,1998,104,94,102
41829,2002,112,105,106
92295,1996,122,118,126
32529,2004,88,126,110
35728,2000,94,89,88
75387,2002,96,104,105
29662,2004,93,125,101
70213,1992,122,118,105
33563,2010,88,85,83
98148,1994,97,103,104
17723,2000,65,93,89
97082,1992,111,102,NA
57509,1996,112,120,119
81152,1996,115,122,105
35232,1992,112,112,108
95517,1998,90,98,86
32933,2000,79,80,93
98661,2006,98,121,NA
69591,1996,104,92,90
90762,2010,112,119,118
69629,1996,112,135,102
30296,1998,95,97,92
75006,1992,96,112,118
83339,2000,126,106,117
41158,2006,107,108,100
69062,2000,114,116,111
45595,2000,107,97,106
15142,2000,91,105,NA
81361,2004,109,109,102
11148,1992,95,105,107
58267,1994,110,100,109
71432,2000,99,105,87
11676,1998,109,111,113
89493,1994,113,98,99
89492,1994,104,88,89
42151,2002,96,116,109
10672,1998,103,105,105
41924,2000,128,131,123
33947,2008,99,114,113
19979,2002,100,116,109
17820,1998,115,131,116
91987,1996,109,99,105
99782,2006,120,121,107
21541,2002,96,121,106
16519,2002,112,126,120
44441,2006,95,88,98
42859,2004,84,102,89
79037,1996,103,101,105
43842,2000,93,110,115
72411,2010,109,131,135
39562,2000,89,98,84
64617,1994,92,93,79
22153,1992,83,84,91
84744,1998,107,113,98
65752,1996,69,69,75
85812,1996,98,96,94
71521,2000,98,105,102
71160,1998,122,120,111
26180,2000,104,97,98
61670,2008,131,118,103
96350,1994,89,99,NA
94294,1992,118,103,105
21450,2006,135,122,102
86390,1998,75,82,65
68200,1994,135,131,109
29154,1994,100,98,90
86972,1996,81,95,NA
18497,1996,93,107,100
69095,1996,112,120,107
99477,2006,102,120,126
75693,1994,102,104,NA
53548,1992,104,125,105
26327,1998,104,86,81
73679,1994,107,108,113
48081,1998,103,105,NA
96008,1994,84,97,96
21900,1994,95,92,NA
21530,2002,74,78,65
13254,2002,135,126,107
52833,1992,125,113,101
44324,2002,112,110,105
98889,1996,103,105,81
40300,2000,115,97,101
53074,1996,98,101,94
74566,2002,111,118,101
24070,1994,107,107,114
88176,1994,114,119,107
98380,1992,110,117,110
33509,2012,97,103,95
98104,1998,95,81,94
54574,1996,117,122,108
46902,2010,135,116,123
96273,2002,69,82,84
96610,1994,99,104,110
24327,2004,96,120,NA
96867,2000,85,86,95
84955,1998,107,120,110
39248,1998,116,104,NA
96065,1992,101,111,93
92356,2002,98,101,86
95146,2000,84,108,105
14744,2002,128,128,131
56823,1994,100,98,98
68919,2002,123,126,135
31361,1996,112,116,105
27467,1996,117,95,101
88092,1998,104,109,104
51976,1992,88,118,92
78298,1994,102,103,106
82679,1992,87,82,90
71558,2010,121,111,118
12753,2006,111,126,116
10737,2002,109,125,120
35674,1994,102,107,111
37731,1992,108,117,118
63419,1994,113,103,112
53258,2000,105,103,100
12118,2000,92,117,96
78108,1994,95,92,90
95451,1998,128,109,118
55988,1998,92,97,101
62501,1998,114,112,119
29345,2004,120,126,114
18967,1998,86,105,103
43852,1998,116,118,122
10672,1994,98,94,96
13431,1998,90,103,102
49871,2002,98,104,89
94525,2002,118,118,112
90308,2004,131,104,114
32080,2000,98,86,100
50297,1992,79,90,65
42874,1998,116,108,118
92210,2008,113,111,114
33306,2002,88,103,98
75406,1996,94,113,98
36583,2006,116,121,116
68031,2002,104,135,NA
30370,1992,82,81,85
25028,1996,96,114,93
40782,1998,102,109,114
81018,1996,110,121,126
95217,2004,113,102,97
85456,1994,103,100,100
19877,1996,119,125,120
24327,2008,112,135,116
45801,1996,116,116,128
45513,1994,79,91,NA
43074,1996,118,125,118
38262,1996,115,118,103
90285,1996,88,100,86
23977,2010,93,107,84
91501,2006,104,135,122
29404,1994,95,88,91
61336,1998,114,113,128
85520,1992,102,113,86
43164,2000,99,92,104
34198,2010,NA,91,93
39467,2002,85,102,115
69179,1998,123,120,98
20510,2008,118,123,104
69315,2000,120,119,NA
86276,1994,87,98,99
70656,1994,84,98,84
63394,2002,113,112,105
81656,2004,107,117,106
33539,1994,91,87,94
97836,1994,108,116,120
57382,1994,99,108,89
49447,2000,102,118,120
73855,1994,77,77,84
63893,1996,113,103,106
80766,2002,82,103,102
20835,1994,114,135,116
33647,2004,102,131,85
28922,2006,115,118,105
58715,2008,123,121,118
90171,1994,77,103,96
18901,1998,85,90,94
29467,1998,112,123,120
20606,1994,107,108,116
61824,2004,74,77,78
16452,2004,135,131,119
72162,1994,96,118,117
78190,1992,98,95,NA
69771,2002,116,107,103
82834,2008,96,106,112
38381,1994,115,113,110
20836,2010,135,125,123
55541,2008,116,120,92
13734,1996,102,101,91
32153,1992,105,88,94
98409,2002,98,107,92
64936,1996,96,120,NA
53531,1992,97,110,99
25589,2002,108,97,102
82195,1996,100,101,100
66856,1998,87,111,79
36267,1996,123,113,122
13058,1998,82,72,72
31422,2004,80,103,105
84442,1996,108,103,92
80373,1996,93,99,86
51873,1992,88,121,122
92913,2006,69,97,90
40405,1998,131,131,121
34853,1996,96,98,NA
22350,1996,89,78,92
63403,2006,112,95,101
84570,1992,113,95,102
25439,2004,88,112,86
64425,1996,82,91,83
25338,1992,102,117,NA
27114,1994,116,95,99
33710,2006,135,135,122
10385,1994,118,125,111
13824,2002,89,95,93
29801,1998,88,77,83
68873,2012,114,93,65
48766,1994,102,110,135
56096,1994,93,77,72
94352,1992,106,113,97
16680,2000,115,107,106
12681,2000,103,122,108
95549,1994,99,105,105
86109,2010,107,87,100
69392,2010,135,126,128
14699,1998,112,102,107
38203,1994,82,92,82
83856,1992,94,103,107
60356,1996,95,74,74
57444,1992,105,117,116
93688,1996,94,77,77
28480,1998,128,117,107
42026,1992,105,108,110
11805,2002,117,111,113
29449,1992,97,107,99
12003,2000,91,105,NA
98908,1994,95,92,92
11554,1992,99,88,89
81851,2002,108,111,104
42497,2010,80,87,100
18723,1996,82,82,85
35124,2012,102,108,126
78283,1992,86,85,84
18445,1994,82,88,NA
97836,1998,131,116,125
29662,2002,90,135,135
67392,2000,112,102,106
65077,1994,107,102,101
53829,2004,89,74,69
15142,2002,88,112,104
59284,1992,102,77,78
94232,1994,118,92,90
NA,2000,74,89,NA
13032,2002,89,108,107
75396,2002,105,128,114
78827,2014,97,98,94
82646,2000,93,97,92
68962,2004,113,107,110
35505,1992,100,118,118
17253,2004,93,103,91
46056,1992,97,113,113
30314,2006,119,135,103
10964,2010,126,106,83
86833,2000,93,131,NA
37378,1996,109,107,93
97243,1994,93,102,107
23234,2004,110,103,97
11470,2006,110,112,117
22113,1998,113,131,NA
65890,2004,122,119,109
79076,2008,90,97,98
65931,1996,98,105,98
11275,1994,101,102,NA
48013,1998,88,65,NA
68962,2002,108,104,104
35305,1998,123,103,107
55484,1992,88,91,NA
75736,2006,107,105,89
37669,1994,103,116,109
39064,2000,103,108,NA
20265,1992,99,95,99
25634,2002,65,75,84
42040,1996,105,113,NA
88092,2002,107,113,102
42529,2010,120,123,108
85834,1994,86,89,NA
32131,1998,93,115,NA
86389,1996,81,105,95
98125,2006,101,90,93
45319,1998,106,87,NA
55461,1996,92,94,104
21118,1992,84,95,108
98739,1992,110,NA,NA
40005,1992,100,110,108
10665,2006,83,102,102
63614,1996,112,116,102
99334,1998,84,85,86
77614,1998,86,105,105
37127,2000,135,135,135
99452,2000,116,105,107
14544,2002,82,108,107
27884,1994,105,106,110
15746,2010,77,99,85
78036,1996,112,109,103
83929,2000,128,111,128
44088,1996,113,117,122
52020,2002,98,90,90
45937,1994,105,90,94
61909,1996,103,107,82
32824,2000,97,91,91
24630,1992,102,108,118
11696,1998,109,108,102
45699,2006,113,102,113
48587,1994,77,101,102
56430,1996,86,69,80
98760,2000,114,117,126
19873,2000,104,103,100
98950,1992,93,112,96
35295,1996,111,117,121
11148,2000,97,106,89
NA,2004,101,94,95
86309,2000,88,98,114
28837,2006,112,97,102
55768,2004,86,97,88
76396,1998,94,88,NA
97292,1996,98,109,110
64425,1994,96,108,85
51884,1996,117,128,135
18937,2000,105,103,99
10157,1998,92,105,82
87666,1992,96,96,102
55818,1992,116,114,114
90144,1992,96,81,82
66869,2006,93,113,114
98301,2002,75,100,93
69646,1996,105,107,99
28969,1998,118,103,108
90591,2002,135,126,117
29474,1998,122,128,NA
74950,2000,86,107,109
32017,2000,89,106,105
75734,2000,93,65,65
36546,2002,126,128,116
54635,2000,108,94,NA
43852,2002,114,128,94
33358,2000,83,78,72
86707,1992,92,105,102
67259,2002,96,113,116
14774,2002,85,86,82
73506,2004,113,101,113
12249,2002,100,92,84
93972,1994,79,86,86
53066,1996,100,107,94
69756,1996,92,94,110
94161,1998,72,79,NA
46283,1992,92,110,106
51495,2012,104,117,87
19724,2006,119,125,122
59608,2006,106,116,97
99374,1996,NA,74,NA
51977,1998,116,135,101
23927,2000,100,84,86
44088,1998,115,118,109
45171,1992,103,122,125
32666,2000,135,128,126
38986,2004,100,101,96
84083,1992,97,91,NA
96791,2002,100,87,78
65623,2006,93,77,78
62942,2006,108,116,102
68473,2008,98,93,97
82863,2002,112,107,88
96692,2002,83,69,NA
54935,1992,107,92,85
13542,1992,102,90,97
11461,2008,110,107,111
46938,1994,79,91,NA
22904,1992,77,88,89
55987,2006,123,118,112
56388,1994,113,105,107
45027,1998,114,112,113
89724,1994,88,88,93
43306,1992,79,84,92
74080,2008,135,135,107
41035,1998,103,88,100
23586,2002,98,114,114
93622,1994,93,87,NA
23189,1998,108,121,122
56772,1998,106,118,106
69506,1998,91,101,NA
84570,1994,108,94,102
84198,1994,101,95,98
24298,1994,88,84,77
31174,2006,117,126,118
97604,1998,98,92,93
92198,1998,100,98,99
90682,1996,100,100,93
15045,1996,120,135,120
69756,1994,104,95,103
95170,2006,93,89,99
88989,1994,97,101,89
82463,1998,110,105,107
47714,1994,112,113,114
62320,1996,95,88,87
23274,1992,90,106,NA
77160,1996,106,135,NA
NA,2010,90,65,69
76766,1996,116,125,116
78803,1996,106,65,NA
82854,1998,103,99,109
69431,2006,105,98,105
24856,2000,86,81,84
54087,2004,116,122,110
72660,1994,96,135,135
97563,1998,105,98,86
10821,1992,86,98,NA
45875,2004,69,77,82
10087,1992,105,85,NA
68667,1992,109,107,113
23112,2012,97,110,101
66252,2006,117,113,101
78010,1998,107,109,104
45753,1994,89,80,NA
75151,2006,84,75,69
10671,2002,94,105,95
76160,2008,111,131,131
91175,1998,97,104,95
46346,2004,135,135,117
35621,2000,109,99,90
80985,2010,107,110,114
91763,1998,117,114,115
69192,1998,113,121,120
75419,1992,102,88,92
51637,1996,103,100,89
51244,1994,102,111,103
43987,1992,102,99,95
15045,2000,118,135,117
32644,1992,94,91,91
84468,2006,96,75,78
78583,2000,65,65,65
97388,2006,118,111,103
26474,2004,103,98,104
89120,1994,101,98,98
11488,1996,112,74,74
99753,2004,95,110,106
69029,1996,86,115,NA
36318,1994,105,99,88
45243,1992,91,108,106
54631,1992,91,89,78
57598,1998,88,94,86
59231,1994,98,88,82
80371,2014,88,95,93
89259,1992,97,103,89
25106,1996,83,98,99
47339,1994,96,98,99
99376,2012,100,99,100
29572,2012,84,131,102
26170,1998,113,121,111
96252,2000,80,85,85
33309,1996,109,NA,NA
45596,2006,103,128,115
23701,1992,85,69,78
32628,2002,112,118,116
67230,2008,116,103,107
13271,2000,101,107,102
97868,1996,92,93,103
44980,1998,92,113,106
56700,2002,119,115,105
77919,2002,135,123,116
86833,2002,108,113,106
66648,2002,102,94,NA
33393,2000,101,135,NA
29635,1998,91,74,78
NA,2004,95,97,NA
44166,1998,114,116,123
63530,2006,103,115,109
64121,2004,114,125,99
80892,2004,111,135,106
76207,2000,101,112,97
86992,2002,97,107,103
97372,1994,119,98,100
80400,1998,100,109,118
36953,2004,98,102,88
13824,1996,87,95,NA
36107,1992,88,100,105
93275,2000,108,135,120
14580,2008,107,113,90
24853,2002,118,116,113
49234,1994,94,82,79
42363,1994,81,101,102
36920,1992,82,79,74
21866,1992,116,92,NA
58345,1992,94,93,88
86472,1992,89,135,NA
29265,1998,110,123,116
89374,1996,78,79,NA
17301,1996,122,111,116
69591,1994,101,105,102
80625,2000,131,135,123
23413,2008,103,128,115
76896,2002,109,118,123
25964,2006,105,112,101
68663,1994,104,114,111
32975,2000,135,135,125
83298,2008,116,91,87
31773,2004,118,116,119
66293,1998,104,120,116
51736,2006,101,101,106
11514,2006,113,106,118
75344,1994,106,95,93
96671,2002,135,114,128
56414,1996,110,110,107
18827,1998,116,120,118
92894,1996,86,100,87
58261,1998,104,109,107
79136,1998,89,104,98
72278,1994,131,119,122
16607,1994,93,88,91
40162,2000,72,65,72
68122,1998,103,120,111
43923,1996,90,84,NA
90689,1996,74,65,NA
47703,1996,80,103,NA
19652,1998,79,77,83
81039,1996,93,119,97
39232,1998,94,108,106
24679,2006,125,115,NA
37918,1994,65,84,79
80405,1996,116,100,108
10869,2002,126,114,108
72077,2008,89,93,80
42151,2000,105,126,114
92702,2006,90,103,92
56218,2012,135,111,111
43020,2002,122,102,118
22915,1996,104,106,104
14930,2002,98,114,95
23672,2012,101,100,98
64966,2002,121,118,116
27433,1992,104,122,107
NA,2004,77,69,72
73709,1998,101,95,NA
12254,1998,107,101,NA
70423,1996,86,94,91
30081,2006,119,109,118
25070,1994,109,111,115
97512,2004,116,116,103
57126,2014,95,78,83
61847,2010,95,105,114
43618,2002,111,116,118
53753,1998,94,98,88
67450,1996,99,103,108
72182,1996,111,114,97
75457,2000,111,126,126
20303,2000,85,110,109
11374,2012,122,121,125
10733,1998,92,97,103
39537,1992,123,125,126
34976,2002,82,120,75
98064,2000,97,97,94
97677,2000,96,86,104
18791,1992,77,74,77
53066,1994,89,108,101
61333,2000,104,86,99
57743,1998,135,121,121
73224,2004,86,100,85
61897,2010,113,118,116
10883,1996,109,120,NA
63340,2002,120,125,NA
28154,1992,103,89,96
46662,1998,104,114,92
85463,1998,96,96,93
18519,1996,82,84,94
76947,1992,82,NA,NA
42208,1994,75,88,90
34563,2002,131,126,112
68656,2010,108,118,117
73506,2000,102,107,120
77227,1992,104,105,100
74277,1992,125,NA,NA
15011,2002,116,105,113
60071,1992,97,119,105
27693,2008,90,108,93
79159,1996,98,111,103
11214,1994,95,86,93
76991,1996,96,95,113
34561,1998,115,97,NA
96849,1994,77,121,113
38517,2002,128,113,102
82186,2008,86,107,87
65653,1998,83,81,72
75307,2008,107,107,100
69479,1996,79,93,78
67230,2006,128,117,114
75158,1994,112,92,107
35701,1996,89,89,69
73826,2004,106,118,116
14699,1996,100,99,94
79276,2000,105,102,95
67706,2008,106,118,97
71043,1998,107,105,106
44943,1992,103,128,128
14399,2008,118,121,113
34117,1996,89,84,NA
96746,2006,92,109,90
14275,1994,118,74,NA
