CPUBID,year,piat_math,piat_recog,piat_comp
28004,1998,102,88,96
43492,2000,109,120,NA
26526,2002,112,107,123
76160,2006,128,131,126
95276,1996,123,131,131
36950,1996,103,128,116
52668,2002,94,105,95
93300,1992,101,107,109
12191,1992,104,102,96
11666,1992,86,120,NA
55008,1992,89,99,100
32679,2002,89,93,93
15606,1994,94,111,97
16096,1992,99,92,92
35683,2000,91,112,115
46115,2002,116,125,135
46197,1994,93,107,111
11279,1992,108,110,121
53891,1998,103,88,112
42644,1996,102,95,87
NA,1998,65,69,NA
88945,2002,107,135,NA
28407,1996,114,112,113
73726,2000,90,65,65
97794,2002,89,74,97
30838,1994,90,103,102
28168,1998,119,135,113
84473,1998,86,101,89
81867,2008,128,126,131
86664,1992,87,94,94
46454,2010,128,135,116
29076,1998,114,102,100
65407,2004,94,121,103
49235,1996,113,135,NA
76030,2000,80,106,108
95189,1996,94,95,92
81138,1996,105,108,107
15881,1996,105,94,94
21032,1992,87,103,102
93935,1998,96,103,99
66209,2004,117,135,117
65263,1994,96,114,120
53951,2012,120,103,105
27049,2000,96,128,122
80212,2004,99,105,99
10806,2006,98,109,96
80732,1996,107,120,111
83562,2002,102,109,110
99426,2002,104,110,113
60101,1994,86,94,NA
92306,1994,101,103,97
89381,1998,102,97,91
57860,1998,110,108,107
49615,1992,82,89,84
33699,1994,72,85,NA
14868,1996,80,88,88
28724,2006,135,121,108
39541,1994,91,85,84
56048,2002,121,116,111
11432,1992,93,98,NA
20872,1996,111,117,104
94876,1996,83,98,NA
18937,1996,108,101,102
95755,1992,87,98,99
60173,2004,77,65,65
62418,2004,95,118,109
68239,2012,96,103,99
80610,1998,116,122,126
60960,2000,106,112,111
77390,1996,97,105,83
27654,1996,113,135,NA
91501,2000,103,135,NA
78700,1996,96,111,103
88430,1994,105,105,102
25519,1992,96,103,107
15139,2000,108,113,112
17447,2006,125,116,118
82088,2004,106,92,78
83470,2006,119,114,118
84984,1994,98,115,NA
30256,1992,94,118,115
73919,1992,116,135,121
NA,2010,109,90,94
71314,1996,107,116,123
89013,2012,111,104,96
86827,1998,65,105,69
32975,2002,126,135,NA
47190,2002,100,100,107
58783,1996,102,113,98
36385,1994,88,98,98
81585,1992,118,110,107
50748,2006,90,99,89
32573,1996,100,117,94
23352,2002,79,87,86
42258,1994,93,79,85
60699,2006,118,135,102
87327,1998,104,102,99
46258,2004,126,117,126
22765,2000,113,103,88
43852,1994,102,109,NA
55861,2008,112,97,114
58550,1992,99,97,100
37360,1996,125,125,125
79680,1992,85,106,92
18152,1996,93,97,103
78216,1996,90,98,NA
75040,2002,117,123,116
49469,1992,74,96,89
98720,1992,102,115,102
32530,1992,110,111,109
11051,2002,119,126,108
99393,2000,122,111,120
69602,1992,92,86,86
27998,1996,86,88,94
NA,1998,89,100,99
88092,1996,98,111,NA
59678,2002,80,103,84
89724,2000,87,98,93
50796,2000,93,104,97
68300,2004,84,102,77
56472,2010,98,110,116
43740,2000,117,108,118
63116,1994,121,107,121
59834,1992,112,98,NA
85810,2002,106,109,115
30966,2010,112,122,109
14275,1996,65,65,NA
81127,1996,135,131,135
64107,2002,81,85,NA
29897,1998,98,121,NA
49563,1994,82,79,81
68609,1994,107,102,104
11441,1998,99,100,102
48484,1998,112,119,122
65900,1994,102,96,101
66737,1992,80,103,NA
77947,1998,69,69,69
26855,1998,105,123,116
73506,1998,104,118,116
32628,2006,109,135,100
34320,2006,117,86,90
19331,1992,97,75,79
33070,1992,74,116,NA
86624,1992,104,102,91
64988,2004,97,114,105
11470,2002,108,97,106
79934,2004,118,112,99
28085,2012,114,121,118
92111,2000,83,98,NA
60042,2010,92,103,103
60577,1992,90,114,110
66356,2014,100,121,92
35927,2010,117,118,111
93275,1996,107,106,105
66802,2002,95,110,110
68820,1992,86,108,85
37806,2008,128,128,125
69847,1998,98,107,100
94056,2000,106,111,NA
53651,2010,110,120,108
56882,2002,65,69,78
13405,2004,105,115,120
66649,1994,104,106,95
88724,1992,104,107,111
71322,1998,87,86,77
58188,1998,98,102,NA
24724,2004,96,97,98
53340,2008,97,120,NA
82646,1992,95,92,NA
37370,1992,110,107,111
16300,1998,74,77,84
58366,2000,116,106,89
74853,2002,75,65,65
86033,2010,118,120,110
76583,1992,105,122,105
10672,1996,98,108,100
17079,1992,125,110,88
20484,1998,97,102,111
24758,2000,135,135,106
42746,1998,97,103,89
76977,1994,107,86,NA
20512,1992,106,101,102
76797,1996,120,116,121
26757,2010,122,112,105
13198,1994,96,89,88
51954,1994,105,94,95
34047,1992,102,112,103
81864,2008,107,105,90
89533,1998,135,121,118
56430,1998,95,65,69
86389,1992,111,103,NA
58700,1996,105,82,87
89442,1994,116,109,102
65914,2008,88,95,97
85851,1992,112,135,116
44897,1994,84,113,109
89719,1998,90,105,108
64637,2006,125,118,115
68409,1996,105,95,NA
78481,1992,77,91,88
17135,1992,113,NA,NA
30484,2000,90,116,94
89719,1994,105,92,NA
65067,2014,105,116,109
69629,1998,128,135,110
11805,1998,126,116,NA
68987,2000,96,92,98
48141,2000,126,121,100
19289,2000,105,108,86
34949,1994,106,112,116
96030,1992,113,126,128
39207,2004,135,116,135
43853,1994,107,100,88
30790,1998,108,111,114
33539,1992,92,88,90
25439,1996,90,115,NA
11358,2010,114,109,107
61061,1996,99,120,120
16154,1992,97,102,94
14688,2004,87,102,97
53156,2000,121,85,75
13431,1996,93,111,NA
82542,1998,116,102,87
48003,2008,101,85,86
98991,1998,86,85,93
89692,1994,100,98,106
32812,2004,116,97,88
72613,1996,93,87,90
19496,2002,82,92,91
41711,1996,100,109,109
68052,1992,97,105,82
68919,2006,128,117,105
39178,1998,80,89,93
82970,2004,NA,69,65
57598,1992,84,104,88
22468,1996,87,95,NA
52013,1998,116,94,107
94960,1992,119,109,111
50479,2004,97,103,95
14901,2004,102,120,119
45985,1996,111,123,122
37126,1996,79,97,99
60750,1992,107,119,113
69315,2002,109,122,NA
38645,2002,120,91,86
23375,1994,108,116,119
83099,1998,131,113,125
12407,2000,103,97,102
91111,2002,107,92,88
21787,1994,100,126,116
25518,2004,113,102,91
59268,2006,135,125,116
91350,2000,97,106,95
28004,1996,98,102,88
20768,1996,135,135,114
64153,2010,113,107,114
45499,2000,120,135,NA
30056,1998,79,82,77
NA,2014,87,84,95
18553,2004,85,89,NA
12946,1996,125,107,126
25964,2000,102,113,NA
54635,2004,102,119,115
88992,2006,118,131,113
46060,1998,120,122,121
39842,2006,111,107,107
49110,1998,115,135,123
17957,2002,131,104,96
76167,2002,116,102,102
39944,2004,135,108,118
47555,1994,104,81,87
31177,2004,107,110,110
53258,1996,110,135,NA
56089,2004,117,112,120
76593,1994,108,122,95
13259,1992,82,78,74
44655,1992,105,122,121
89798,2004,131,126,114
55779,1992,99,108,99
42710,2002,118,100,97
25077,1994,86,82,78
12236,2004,135,135,120
54269,2002,123,135,109
13845,2000,98,82,86
68137,1996,131,NA,NA
93190,1996,79,74,83
55461,1994,96,103,91
46091,1992,105,113,114
37009,2004,128,113,NA
87196,1992,113,123,120
33393,2002,82,109,105
41451,2002,106,112,98
96909,1992,131,120,NA
60960,1994,101,116,NA
23309,1994,118,125,125
67896,1992,94,91,NA
20081,2012,116,103,106
57203,2000,95,98,107
11432,2000,86,96,82
99505,1994,103,95,105
34323,1998,91,91,NA
48927,2006,111,104,97
50222,2000,89,69,78
47980,2004,116,116,121
78491,1996,93,93,95
78706,1996,91,102,101
52509,1996,105,98,NA
80990,1994,94,87,88
93457,2004,100,108,107
27929,2000,118,121,112
27940,2000,93,121,NA
89266,1996,95,107,112
37924,2002,102,107,96
15655,1998,110,88,90
24556,1994,81,97,NA
54030,2010,128,118,97
14416,2000,95,86,90
53827,1996,102,109,98
99548,1996,102,101,104
86897,2010,103,98,105
21602,2004,109,107,123
54378,1994,97,128,126
76872,2002,109,118,116
77203,1992,108,108,113
79391,1996,80,94,NA
15916,1996,118,107,112
86057,1994,98,108,NA
56218,2010,119,110,113
62526,1994,100,97,86
66729,1992,92,113,97
65248,2004,103,111,86
16243,1994,112,120,119
38689,1996,98,111,102
28922,2008,104,122,92
41514,1994,83,92,99
53800,2000,92,106,106
17488,2000,107,121,108
70825,2002,112,108,122
11309,1996,89,100,103
17516,1992,65,65,65
30247,1994,72,78,88
32938,2000,96,91,83
22203,1994,102,84,87
82671,1998,108,135,128
96783,2002,91,103,95
68380,2004,120,106,107
31757,1996,128,99,103
45830,1998,103,107,105
14778,2000,128,109,107
51491,1992,94,97,91
74206,2012,128,110,125
14419,1992,86,107,110
26183,1994,91,89,NA
62418,2006,113,113,94
NA,2004,98,105,NA
87216,1994,122,102,NA
93305,1998,91,81,82
74199,1992,102,110,101
45027,2004,NA,105,NA
80547,1994,93,106,NA
62729,2002,95,107,96
14477,1996,118,101,97
98284,2006,77,94,106
11136,2004,89,95,93
56650,1992,105,89,110
85979,1994,78,75,NA
10671,2000,84,105,96
53626,1998,89,101,82
15939,1994,102,116,111
93140,1996,91,107,123
12003,2004,83,94,72
77992,1994,94,101,86
54214,1994,116,113,114
28837,2004,114,114,NA
16581,1996,111,112,105
46172,1994,101,100,85
20768,1998,113,117,102
90905,1992,88,102,97
35728,1998,89,83,82
12055,1998,101,101,NA
23205,1998,88,93,93
44754,1998,114,102,97
22529,1996,118,118,121
22897,1994,77,92,NA
21602,1996,109,120,NA
43877,1996,84,95,101
40826,2000,112,93,92
20831,2004,99,135,110
75539,1998,110,101,95
74387,1992,103,95,105
71022,1992,79,84,NA
81902,1994,103,110,105
88075,1992,89,107,107
38635,1992,74,65,65
20174,2014,135,135,126
65840,1992,81,102,103
42458,1998,92,97,82
15788,1996,126,135,135
60890,2006,83,121,NA
67450,1994,94,114,97
36020,1996,95,88,91
51205,1996,90,95,NA
44427,1998,99,82,84
99881,1998,105,102,110
95386,2000,105,113,NA
48010,1992,89,85,91
17335,1996,89,78,82
69657,1998,114,74,78
79008,1994,100,79,86
94378,1994,95,100,93
38671,1994,131,135,125
80610,1994,109,115,NA
23436,2008,126,100,93
89277,1998,88,98,94
69572,2008,120,98,111
96247,2006,74,93,85
23965,1994,72,84,84
54060,2008,95,98,101
11406,1992,118,126,118
28004,1992,100,100,100
73826,2002,118,125,NA
15937,1992,100,NA,77
22487,1996,96,118,107
53482,1992,103,118,119
39927,2002,118,128,110
56627,2000,119,114,104
16607,1992,98,91,NA
54931,2002,121,121,NA
88284,2002,121,116,107
93879,1992,120,135,99
86026,2012,111,135,115
76445,1992,77,99,NA
96599,1992,99,107,107
25306,2002,112,119,131
68913,1998,115,80,95
94900,1996,98,91,94
26880,2000,104,101,95
98064,1998,91,104,104
66830,1992,84,97,96
43224,2012,95,119,98
48903,2002,96,102,105
84848,1994,126,107,102
69306,1996,92,92,87
27805,2010,74,101,94
16777,1996,110,114,111
76926,2000,103,95,94
84278,2008,115,116,112
16540,1996,101,120,NA
83518,2000,114,116,109
84005,1994,86,96,112
58412,2000,113,88,84
98170,1992,88,84,88
51158,2004,112,111,121
74567,1994,110,120,112
67194,1992,111,106,115
70231,2004,86,86,80
90961,1998,102,120,110
76281,1996,94,101,90
14409,1994,95,105,107
29703,2010,111,83,75
18104,2002,112,113,111
16947,2006,97,119,100
47394,1996,123,113,106
86057,1996,114,121,116
46682,1998,109,109,NA
77123,2008,123,120,116
93949,1994,93,99,98
25279,2002,120,105,99
17415,2008,91,86,102
58811,2006,123,112,98
73245,1994,96,101,81
40394,2014,105,117,102
76848,1998,84,107,89
51173,2008,90,99,81
65290,2010,131,112,104
43298,1992,118,110,122
30613,2006,109,131,109
82671,2002,121,119,118
80263,1994,101,107,110
81753,1992,115,126,107
24857,2002,91,135,NA
39648,2002,105,123,94
99384,1994,109,94,NA
54796,2000,115,113,106
99723,1994,85,94,85
54550,1996,101,99,90
27335,2000,106,100,90
40414,1998,108,99,100
95173,2008,103,102,111
66648,2008,105,92,89
35033,1998,116,135,NA
53011,2006,126,118,118
29879,1998,97,109,92
37979,1994,114,116,97
52466,2002,91,75,69
62076,2004,114,109,99
42810,1994,100,109,108
17576,1998,91,90,98
79252,1996,80,87,91
15655,1992,105,88,NA
30296,1992,95,113,114
82195,1994,94,107,104
64225,2004,126,109,109
36389,2008,97,104,103
88951,2000,102,91,103
39664,2010,105,100,104
11111,1994,85,108,95
86057,1998,128,128,113
47720,1992,96,105,114
62734,1998,82,77,81
66156,1996,91,100,101
42394,1998,123,116,110
86883,1996,86,97,95
68812,1994,103,91,NA
10281,1998,95,90,82
78534,1994,122,116,116
24037,1992,113,104,NA
71240,1996,96,101,NA
41669,2002,112,116,113
34700,2008,82,94,93
35288,2002,84,103,106
90171,1992,87,75,NA
98810,2002,110,126,123
74197,1992,96,95,NA
30241,2000,107,125,111
22378,1992,107,NA,118
78857,1998,94,75,75
40767,1994,83,103,105
97510,1998,121,125,119
NA,1992,77,93,NA
24990,2006,94,88,95
54669,1992,115,123,114
30190,1998,114,125,95
27585,1994,128,116,97
78583,1994,74,82,NA
55391,1994,111,135,112
66218,2000,122,103,105
85387,1994,106,115,NA
33015,2004,108,135,135
57778,2004,121,107,106
37669,1992,110,113,115
11019,1994,102,105,89
16835,1992,99,103,105
38753,2004,105,98,87
40389,1992,114,107,101
25457,1996,126,135,126
48141,1998,121,121,114
18117,1994,114,109,NA
90920,1998,89,97,91
60248,2002,119,116,102
93782,2006,86,82,69
24853,1996,111,105,106
58372,1996,103,110,100
23231,1996,84,98,93
98319,1992,86,106,NA
86820,1992,91,101,NA
52511,2000,98,115,NA
62810,1992,108,95,NA
26620,1996,85,105,125
12904,2002,102,89,91
67601,2000,102,114,95
75835,1992,106,113,100
56121,2004,93,107,104
36842,2002,131,135,126
62312,1994,86,109,NA
28837,2010,128,112,99
48220,1998,100,104,112
77760,2006,96,114,112
75306,2008,107,118,102
65820,1998,105,114,106
56406,2008,114,106,108
27619,2008,75,94,88
53829,2000,94,74,78
33711,2008,103,99,111
45384,1992,94,97,97
14924,2000,110,107,96
36652,1992,86,110,109
98434,1994,65,84,69
66604,1996,111,99,95
41510,1994,117,99,98
39264,2004,88,99,98
18961,2000,111,126,125
50731,1992,85,65,65
11371,1996,104,109,110
65052,1992,93,106,97
70323,2002,87,77,72
24709,2002,83,99,72
93218,2000,95,82,77
40381,1994,77,85,NA
15901,2002,98,99,105
53118,2006,101,100,100
98639,2000,107,120,115
34981,1996,77,102,NA
80833,1994,92,116,95
67310,1992,NA,131,104
54935,1994,97,98,89
51970,1994,103,94,95
70917,2008,111,116,NA
44787,1994,94,118,92
82248,1996,107,94,94
69506,2002,65,83,84
41510,1992,114,105,102
NA,2000,65,65,65
97084,1996,82,108,85
63532,1996,105,102,101
11145,2000,107,102,85
96478,2006,103,108,97
35232,1998,100,121,118
96203,1992,110,135,NA
37177,1996,112,125,NA
95724,2004,100,93,89
31062,2012,84,88,88
49751,2004,112,97,99
75404,1998,103,102,105
99230,1996,93,99,NA
19902,2012,119,111,105
79037,1992,91,105,107
15455,2000,100,90,107
37924,1994,105,106,NA
10869,1994,101,105,107
37924,1996,95,89,NA
62956,2002,105,101,89
70179,1996,98,93,83
54873,1996,105,102,95
NA,2012,74,98,87
68675,1994,105,117,120
84769,2002,135,118,112
93025,2006,112,102,100
43030,1992,91,81,78
53491,2002,107,88,114
78032,1998,112,106,NA
30842,1996,95,114,113
94370,1996,112,107,105
20623,1992,100,100,103
36513,1996,85,87,NA
53196,1996,110,96,100
86452,2004,94,116,102
74621,2000,122,118,97
15042,2004,97,120,100
63902,1996,116,115,108
97084,1994,97,94,100
84146,2002,125,107,106
29187,1996,82,105,100
32621,1996,114,116,116
20018,1998,110,106,102
NA,2002,101,101,98
24157,1994,128,135,111
10333,2010,131,128,116
12714,1992,113,113,95
44398,1996,89,98,93
82646,1994,102,97,88
25865,1998,114,105,NA
55217,1996,80,88,NA
98344,1996,88,96,72
94783,1994,102,121,123
39204,1992,80,92,92
43150,1992,116,118,108
23672,2010,112,111,107
47789,1998,97,88,NA
91620,1996,105,106,97
11488,1992,101,92,NA
85897,1994,112,113,114
65316,2002,82,94,NA
27244,1996,93,83,NA
56807,1994,116,121,114
75736,2008,135,112,116
56571,1996,100,113,104
76824,1996,101,105,NA
30868,2002,99,102,89
36963,1992,88,74,98
97259,1994,96,109,98
85897,2000,105,120,120
60187,1994,102,109,NA
50737,1992,92,94,95
58293,1996,81,86,91
68749,1996,100,89,86
83505,1994,91,98,105
69306,1992,93,101,102
56181,1992,109,120,NA
11019,1992,99,118,106
31261,2000,126,116,125
80244,1996,100,103,92
94970,2006,101,106,104
NA,2008,93,92,91
71575,1992,87,77,77
44324,2000,113,114,100
46047,1992,97,100,79
24857,1994,98,95,NA
62972,1996,93,82,74
43253,1992,101,103,NA
28132,2008,94,97,111
99713,2006,102,135,114
25271,2002,112,95,NA
57217,2008,113,100,95
15455,1994,99,98,NA
51276,1992,95,128,117
75686,1994,94,97,90
95385,1998,89,78,78
20958,1994,106,113,80
90529,2004,86,100,75
96267,1994,87,82,84
32666,1996,118,119,109
78488,2000,108,135,111
26376,2002,99,121,97
63310,1998,99,110,100
27762,1992,109,102,98
92894,1994,78,100,96
97882,2004,114,114,112
63569,1998,82,91,97
33056,2004,114,104,89
58444,1998,105,103,100
78700,1994,106,97,NA
51171,2000,95,91,86
52321,2006,121,119,102
41669,2004,119,131,117
19733,2002,123,118,115
93441,1992,108,108,110
29527,1992,116,85,103
24117,1992,98,93,88
38509,2008,104,107,109
80580,1992,101,103,114
40512,2010,128,89,90
18103,2002,104,118,105
68541,1992,114,110,109
15142,2008,69,97,84
78184,1996,131,131,113
15011,2004,106,101,99
23290,2000,91,107,99
58044,1998,109,97,88
52876,1996,98,98,NA
80155,1996,93,86,100
65481,2010,121,115,104
24203,1992,65,82,NA
28549,1994,94,119,114
58324,2000,74,89,72
24063,2014,95,111,95
70731,1992,92,85,NA
34495,1996,90,109,NA
45099,1994,85,95,99
96316,2014,119,122,107
87290,2004,92,114,99
70802,1996,77,77,NA
87567,1998,135,118,119
10677,1998,131,135,121
97923,1992,93,101,111
10087,1994,78,96,82
78057,2002,116,125,116
82769,1998,104,105,104
83472,1992,65,79,NA
60959,1992,103,116,105
72667,1994,74,103,90
74206,2014,135,125,122
36701,1994,96,87,103
38310,1992,84,85,85
97082,1996,112,112,102
58283,1994,101,125,125
98104,1996,105,95,86
88159,1994,100,98,99
50773,2006,135,118,125
31851,1998,103,109,115
11849,2004,100,94,100
89574,2006,86,120,87
53749,1992,96,98,93
14379,1994,95,91,97
30616,1994,112,128,116
44237,1996,109,108,107
90284,1996,101,109,NA
49090,1998,103,100,110
91256,1992,108,113,107
16540,2002,120,135,113
50435,2002,105,125,116
36487,1996,109,97,102
17162,1992,118,98,99
38048,2006,90,107,107
36312,1994,94,94,99
50389,2014,115,109,100
63910,1996,88,114,99
75648,2008,98,99,80
78676,2012,120,110,111
99968,2014,128,121,108
35290,2012,102,101,94
74621,1994,113,97,NA
69287,2000,94,98,99
55484,1996,91,103,98
63491,1998,82,86,80
79841,1996,126,125,NA
74433,2004,115,111,91
41858,1994,84,82,NA
81098,2002,78,84,96
89314,1994,87,107,105
72315,1992,97,90,100
32573,1992,106,111,101
67858,1996,96,98,99
55596,1992,126,135,135
25977,2004,97,90,77
77272,1994,102,100,107
14778,2004,115,123,110
26408,1992,77,78,75
32437,2006,100,105,95
94264,2010,105,98,107
75064,2008,102,108,91
44754,2002,110,105,93
58324,2004,84,101,77
16175,2000,120,128,119
98071,2004,100,116,104
26744,1992,135,107,NA
55348,1992,90,91,NA
11845,1994,99,106,113
27402,1992,99,112,108
86834,2002,98,77,75
50622,1994,104,107,100
46703,1994,104,112,107
13207,1998,108,83,84
96558,1998,90,113,97
19656,1998,128,119,98
95611,1994,88,114,108
51511,2002,89,126,92
75124,2004,106,120,NA
70409,2002,100,94,NA
50280,2006,118,125,126
57126,2010,87,88,78
98505,1994,104,114,115
81656,2008,110,113,90
45515,2006,103,103,108
13431,2004,NA,103,89
80040,2004,98,105,97
79929,1994,135,135,123
83358,1994,122,102,99
93634,1992,106,99,116
62765,2002,77,94,86
34958,1992,81,90,88
27683,1992,92,105,96
55668,1994,65,88,91
10869,2000,125,113,115
32232,1998,88,92,90
41497,1994,94,102,93
16512,1998,96,110,102
39058,2012,65,80,74
30261,2004,116,111,110
32173,2010,93,82,83
31230,1996,98,122,118
54669,1996,117,118,109
54170,2002,122,135,118
58969,2004,98,98,NA
95170,2000,90,100,99
58444,2002,112,125,110
78720,1992,78,105,107
38716,1994,100,105,107
71131,2002,125,116,118
59713,2000,103,117,103
16137,1996,115,99,108
58324,2002,104,110,105
83483,1992,107,105,107
74430,2000,102,120,107
39989,2008,78,74,78
81485,1992,81,92,NA
57934,1992,93,84,86
39520,1996,107,110,108
38903,2006,96,109,97
51746,1998,103,109,107
38967,2008,113,97,89
83923,1996,98,78,72
29861,1992,116,131,135
31328,2004,120,109,104
42223,1994,103,102,NA
79040,1992,91,121,103
47614,1992,97,103,104
25977,2006,93,90,79
88484,2000,128,108,113
76911,2004,98,116,98
97158,1994,98,110,96
45216,1996,79,NA,NA
15306,2000,86,85,85
14099,1998,87,100,102
78280,1992,98,108,97
19733,1998,128,131,118
59509,2004,91,131,122
21481,1992,107,105,93
34651,1998,82,69,65
51650,2004,118,113,100
75396,1998,126,98,NA
29533,2004,103,115,NA
41390,1994,103,105,106
68419,2002,103,119,107
55768,2010,72,78,65
62015,2010,100,108,109
18364,1996,88,82,94
90920,1996,93,84,NA
50275,1998,97,97,85
34902,1992,94,82,90
24877,1996,135,131,123
43977,2000,89,100,91
54360,1998,115,69,NA
84328,2004,93,114,104
81945,1998,112,108,109
35418,1994,104,99,90
29913,1992,103,114,100
30966,2008,115,131,118
29560,1994,93,104,NA
27151,2006,118,92,108
22050,2006,135,122,122
25038,1994,100,90,NA
48140,1996,79,75,74
88332,1996,111,128,105
46566,1998,104,88,96
12714,1994,98,108,86
22422,1992,111,117,120
17957,1998,101,105,NA
35138,1996,89,102,NA
81715,2004,112,114,107
41632,2002,107,128,100
62760,2004,122,135,122
89614,1996,103,88,92
73214,2004,114,115,111
36282,1996,84,102,92
45285,1998,92,109,116
53928,1994,120,113,113
48038,2000,86,108,102
15679,1994,108,116,116
31773,2000,116,117,121
39975,2012,135,128,114
71603,1994,113,131,88
31284,1992,80,80,80
32595,1994,102,91,92
21867,1994,103,93,97
97883,1996,112,131,104
97836,1992,115,114,116
43747,1996,115,115,116
35290,2008,93,102,99
51650,2006,116,117,115
31471,2000,83,91,NA
48924,1992,104,118,104
42590,1998,94,107,95
51733,1994,107,101,107
80720,2000,102,95,83
41675,2000,109,115,NA
10747,2000,100,86,96
88927,1996,102,102,102
75648,2010,89,103,75
93150,1992,93,100,85
42726,1992,118,114,NA
65901,1994,92,107,109
88407,1992,84,86,87
20844,2000,119,106,116
28649,2010,108,117,97
38228,1992,112,119,111
20841,1996,86,94,72
82045,1994,123,113,107
40274,2000,86,86,120
36701,1992,95,81,69
37415,2002,94,75,90
NA,2006,94,93,102
89353,1992,103,107,107
34044,2004,78,75,107
21822,2012,84,84,79
89054,2000,99,101,87
48989,2002,131,135,NA
15039,1998,106,100,87
72787,2004,114,91,79
96260,1998,118,113,120
35418,1992,94,104,103
47242,2004,108,128,116
69641,2008,128,121,121
63614,1998,118,131,97
65901,1998,100,111,94
88332,1998,107,126,108
58553,1996,106,104,99
54669,1994,118,115,107
21284,2002,90,112,100
75336,2004,96,109,116
15413,1998,65,77,72
23442,1996,98,106,NA
85498,2000,93,105,102
11620,1992,100,106,101
NA,2008,107,89,86
88176,1992,99,118,125
54608,1994,92,94,106
85695,2004,110,125,120
54592,1992,114,120,NA
62449,1994,111,135,135
19645,1996,100,110,104
76368,2006,135,125,119
85406,1996,88,94,91
27149,1998,104,116,99
34022,1994,117,97,118
96771,1996,123,135,118
20464,2008,128,135,119
75975,1992,110,117,105
86064,2006,121,112,113
15916,1994,89,111,106
85036,1996,102,103,103
61120,1994,89,99,95
25373,2002,125,94,95
92899,1996,102,102,105
49780,1994,123,113,114
17370,1994,97,88,74
75693,1992,96,120,NA
48893,1992,93,87,88
34858,2000,120,123,121
45382,1994,109,86,90
80155,1992,93,111,NA
76915,2004,65,79,74
33539,1998,109,125,88
76600,1994,98,105,114
83651,1998,90,109,NA
58812,1992,108,108,107
25405,2000,102,95,98
53899,2006,104,112,105
86143,2002,106,109,NA
31312,2000,121,128,113
99706,2008,96,102,105
31006,2000,115,113,97
18608,2010,95,103,NA
71558,2006,125,135,135
98690,1998,87,86,102
75355,2006,98,107,98
46834,1996,112,117,116
96236,1994,110,97,102
14072,2002,69,101,NA
27661,2006,93,107,106
80461,1994,97,107,113
46934,1992,82,91,88
63089,1998,83,102,NA
65393,1996,86,85,NA
54198,1992,93,103,93
65407,2002,85,97,104
59576,2014,131,120,122
70341,1994,102,105,100
99473,1998,99,99,100
23047,1994,74,104,74
14070,1996,65,65,65
77974,2006,75,80,79
48550,1996,106,103,NA
30974,1992,131,114,121
78369,1998,77,82,NA
27504,1994,87,74,84
97745,1992,118,107,109
97824,1998,112,125,100
97123,1994,93,101,102
97398,2004,79,74,65
68518,1996,89,100,102
14034,1998,96,100,92
11186,1994,75,84,90
96431,1992,102,112,90
82836,1998,96,107,105
34977,2004,97,110,100
42622,2008,89,99,115
20615,1994,135,109,95
38831,1994,93,102,114
91519,1994,93,106,102
34610,1994,106,80,NA
82303,1994,95,109,114
95173,2010,107,111,108
70046,1992,77,103,NA
79531,1992,104,108,100
57797,1992,90,108,116
72606,1992,121,95,101
40386,1992,102,111,92
81925,2002,95,91,84
36920,1994,95,77,75
23849,1994,79,112,107
33908,2004,106,110,110
62383,2006,94,89,NA
13650,1994,99,106,106
55436,2002,101,102,81
28908,1994,98,105,96
62392,1996,89,91,97
99885,1994,108,119,110
81248,1996,90,109,NA
74950,1998,98,107,118
14912,2004,121,107,104
68385,2000,125,120,131
85036,2000,103,89,86
45652,1994,94,85,89
67580,2000,115,120,115
66371,2000,77,100,80
55911,1994,99,93,105
58741,1998,123,110,111
17723,1998,84,65,65
84181,2008,104,104,100
84383,2004,92,125,102
89315,1992,120,126,125
62421,2004,113,108,106
78032,2004,128,126,97
53951,2006,105,105,116
11411,2000,122,116,120
18005,2008,103,109,104
74886,1992,120,125,123
92610,1992,91,99,103
32309,1998,112,117,126
25149,1996,77,95,99
78803,2002,103,108,109
53814,1994,89,97,94
89188,1998,94,88,95
22768,1992,82,80,89
97419,1992,84,79,81
17418,1998,104,123,123
20335,1992,84,114,107
33711,2012,93,110,100
44859,2006,65,69,NA
45610,2010,120,135,115
97082,1998,115,111,108
87696,2008,102,112,115
75929,1992,86,107,107
77272,1992,94,106,102
43961,2000,131,135,131
18844,1996,93,93,NA
38899,1992,75,87,72
91738,2008,111,122,108
36583,2008,105,119,131
43632,1998,91,101,94
83138,1992,93,94,92
33450,2000,114,119,87
86972,2002,95,72,69
74819,1992,103,109,90
15954,1996,86,107,99
29801,2002,97,77,81
58630,1992,104,135,112
17787,1994,109,109,100
66976,2004,84,98,86
70827,1994,106,113,112
13403,1994,109,69,NA
88951,2004,100,65,83
86005,2008,123,108,104
78453,1994,112,103,102
44523,1996,95,93,102
89966,1998,89,107,93
33199,1996,107,98,97
67601,1998,106,114,113
16531,1994,82,84,NA
57741,2006,123,111,120
19499,1992,89,96,102
65263,1992,78,105,107
77656,1996,103,108,95
93824,1996,98,100,87
68675,1996,104,114,106
36992,1992,74,93,92
76213,1994,89,81,75
26173,1994,69,78,NA
70973,1994,93,95,91
97534,2000,131,121,128
76128,2002,106,103,97
NA,1996,98,95,NA
93567,1994,83,119,105
27661,2008,95,98,97
15398,2002,91,107,110
97534,1996,123,135,NA
86220,2004,121,135,116
84828,1996,82,84,81
