CPUBID,year,piat_math,piat_recog,piat_comp
82327,1994,75,110,93
90935,2006,119,119,111
18619,1998,75,77,78
30139,1996,82,97,NA
47980,2010,118,126,103
30425,1992,120,113,114
83927,1998,111,95,95
69267,1992,105,125,125
47751,1994,112,122,120
82334,2002,93,135,NA
56772,2000,113,126,126
27210,2004,107,97,86
80636,1992,86,65,72
37245,1996,117,106,96
94375,1994,89,94,79
61000,1994,90,94,NA
33460,2000,95,93,95
87481,1994,113,104,101
95927,2004,135,135,126
75391,1998,111,114,109
87164,2004,103,88,82
59915,1998,105,117,NA
34717,1992,89,111,102
42497,2012,75,84,86
22449,1996,126,99,96
57607,1992,87,102,88
73159,1994,109,115,108
91041,1998,103,123,116
16630,1998,88,100,108
73459,2002,101,110,93
66146,1994,105,102,97
58809,2000,105,110,111
72228,1996,116,120,102
47974,1994,113,110,118
31663,2000,104,108,116
60386,1996,108,100,94
54512,1998,87,91,82
16704,2000,65,79,72
69775,1996,93,101,NA
30097,2002,91,65,NA
32565,2008,109,125,111
39291,2002,118,111,110
96203,1994,116,131,117
99514,1996,101,119,94
67478,1992,82,88,91
94463,2012,119,114,86
51514,1998,96,89,88
57742,1998,102,110,120
27089,1992,98,114,123
15580,1998,102,103,108
NA,2004,99,NA,NA
29508,1994,110,110,96
22618,2008,131,135,125
92739,1992,93,98,99
62792,2002,99,94,77
23816,2002,118,131,122
41733,1998,89,101,NA
99234,1996,NA,112,112
20817,1992,103,96,97
17969,1992,112,125,125
56962,2004,104,92,88
68385,2004,126,118,116
42529,2002,105,94,NA
30787,1994,93,80,NA
18518,1996,87,112,98
54431,1994,112,135,121
51701,2002,104,104,100
48502,1998,98,95,86
NA,2010,65,100,92
30561,1994,122,102,112
36824,2006,113,114,105
15007,1994,94,100,81
59915,2002,112,87,97
45920,1994,106,109,115
15949,1998,99,110,109
26332,1996,97,89,92
83758,2012,114,111,119
42513,1998,106,115,NA
50435,2006,102,117,110
58366,1998,104,114,103
77973,1998,95,110,89
32982,2008,125,117,103
29937,1992,96,79,80
42476,1994,109,107,116
22779,2004,93,106,91
90879,1992,77,89,NA
62614,2000,119,110,103
21530,2000,83,81,69
98104,1992,108,93,95
92189,2002,81,77,65
14637,2010,84,109,93
67022,1996,98,92,NA
12344,1994,125,125,106
94380,1994,111,107,93
91529,1994,94,78,85
87696,2002,119,117,110
46190,2002,122,135,65
12035,1996,116,94,92
30430,1996,97,96,89
24057,1994,98,90,NA
61334,2000,78,97,95
44459,2002,107,109,97
20174,2010,116,128,125
23969,1998,103,112,108
78542,2006,107,119,103
38666,1998,77,92,85
63264,2012,126,93,96
12087,2004,94,82,84
22040,2000,106,117,NA
56805,2000,103,110,87
12118,1994,108,115,113
52321,2000,109,112,103
33228,2000,104,135,110
82499,1998,94,78,78
96831,2000,108,125,93
91618,1992,89,101,102
53276,1994,95,101,NA
62942,2008,107,110,102
78324,2008,126,114,105
37012,1992,83,89,75
61525,2002,114,105,103
24948,2000,115,115,NA
34563,1998,122,128,131
38753,2008,113,91,96
23788,1994,97,74,72
38614,1994,84,86,94
62579,1994,87,90,NA
57713,2002,94,107,93
90981,1992,80,80,NA
55808,1994,102,104,102
97168,2008,115,100,101
16658,2004,108,102,105
64124,2002,90,109,NA
45682,1998,78,85,88
49240,1996,85,98,109
26325,1992,88,106,NA
58346,2012,112,114,103
14813,2008,79,95,90
82012,1998,79,72,65
62705,1994,95,119,117
42071,2000,117,108,107
97995,1992,99,103,102
38228,1994,116,126,109
14931,2004,111,107,111
26152,1994,118,114,118
54229,2004,92,108,88
91041,2002,104,111,107
92689,2002,96,105,102
37867,2004,121,135,118
62449,1996,107,118,121
64769,1996,113,107,114
66762,2010,98,103,98
44441,1998,72,87,NA
19903,1996,106,104,99
87216,1996,112,121,106
53006,2000,113,109,100
42882,1992,135,113,114
93914,2006,96,120,NA
32627,1996,89,81,99
45471,2000,97,102,103
60183,1992,104,110,117
31624,2004,93,106,90
69039,1992,126,118,126
86897,2006,83,91,NA
10332,1992,110,108,107
66856,1992,90,113,114
53340,2004,102,104,108
42980,1998,105,125,NA
98001,2002,118,114,99
99498,1998,95,109,93
17027,1998,100,94,98
41084,1994,107,112,107
80314,2008,120,102,86
31269,2000,101,106,105
16947,2002,97,110,107
62270,1992,111,118,95
93527,1994,106,113,115
25860,1998,88,80,79
99368,2002,98,113,92
68521,1994,94,101,86
93084,2002,131,135,125
83556,1992,79,89,82
44047,2000,114,111,117
79076,2006,84,104,98
38071,1998,95,111,92
69657,1994,74,74,86
61333,1996,104,102,98
58238,1998,94,104,107
38509,2004,122,135,113
33309,1992,126,118,115
20303,2002,122,107,109
82112,2002,91,135,101
36850,2014,91,101,84
22948,1992,91,94,95
53489,1994,96,89,NA
27884,1996,99,108,88
13824,1998,90,94,100
55575,2000,94,104,89
98760,2004,101,121,102
53219,2006,116,119,122
93347,1992,85,118,116
17050,1994,65,65,NA
50364,1996,111,104,105
17535,2004,107,98,118
84513,2002,128,122,119
51651,2002,77,90,84
23982,1996,65,82,69
26820,1992,81,77,78
41711,1998,89,100,97
56467,1998,95,98,95
73391,2000,97,80,84
65111,1994,102,100,89
55436,2004,102,102,100
35087,1994,65,87,65
52511,2004,93,94,97
12788,1992,65,65,NA
55637,2012,92,107,96
16283,1992,97,119,114
96909,1998,114,97,99
10911,1996,103,126,118
45399,1996,98,101,86
47173,2002,108,117,107
18620,1998,106,111,102
73999,1994,118,109,NA
34958,1994,95,95,99
90695,2004,93,110,113
45471,2004,95,93,100
47000,2002,117,131,106
84848,1996,126,116,116
60479,1992,89,92,88
31328,2002,114,135,95
32419,2006,98,118,111
25559,2006,99,89,89
94989,1996,107,94,90
68371,2004,78,84,79
75390,2002,114,135,NA
23438,2002,103,98,92
17418,1994,107,123,113
50748,2008,93,102,101
66252,2000,113,115,NA
18484,1996,109,106,112
84278,2006,113,126,109
17314,1994,102,102,99
79081,1996,116,109,99
69766,1998,103,120,121
16769,2004,128,135,135
66515,1996,88,97,87
48182,1996,88,112,108
32982,2006,110,123,94
44592,2010,95,119,92
70136,1998,89,79,82
95189,2000,77,90,93
65943,2002,103,104,88
67520,2000,102,111,101
21611,1996,107,113,NA
12404,1994,116,117,106
36640,1998,109,135,116
14610,1992,100,90,85
69283,1992,101,100,NA
41280,1996,104,122,111
16225,1998,86,104,102
63778,1996,96,104,99
69581,2006,125,107,101
96903,1998,100,107,101
10246,1998,118,128,86
50753,2000,122,135,112
30396,1994,86,100,100
27693,2012,93,105,82
10737,1994,128,135,NA
33426,1996,106,102,NA
25843,2004,128,128,107
61084,2002,120,110,110
81152,1992,101,105,107
40503,2002,126,118,109
10180,2002,99,82,83
18437,2002,112,97,100
70651,1994,96,106,NA
18172,1994,89,92,69
69267,1994,93,106,104
34427,1996,89,131,NA
44592,2008,94,107,99
90762,2008,120,123,128
45753,2002,107,100,105
24685,1994,114,101,89
13496,2002,95,84,100
94220,1996,126,116,118
68300,1998,88,107,107
83739,1994,112,114,114
62656,1994,105,107,109
19571,2004,106,103,94
93997,1994,94,112,107
99718,2000,110,135,NA
47194,2000,74,65,65
92306,2000,98,97,96
55683,1994,109,105,108
51325,1992,95,106,102
68050,1996,116,107,105
54991,1996,107,74,80
12599,1994,77,89,NA
15759,2004,112,135,131
30081,2004,118,117,118
23149,1998,117,116,100
88599,1992,128,106,106
83809,1994,101,125,125
64934,1996,106,98,88
21680,1998,96,78,69
26050,2004,98,98,106
49764,2000,121,104,108
12008,1998,98,119,107
88008,1994,87,94,NA
57742,2002,103,114,105
68080,2004,87,87,81
16075,1994,69,90,90
65618,1994,95,88,75
16232,1998,87,105,103
14367,2008,119,112,98
15960,1996,113,109,114
76584,1992,122,120,115
49746,2004,97,103,100
81569,2014,125,128,108
30263,2006,69,84,90
NA,2014,93,100,95
36956,1992,84,101,100
33764,1998,103,96,99
76407,1994,93,116,116
54682,1996,89,89,93
42030,1994,100,117,113
81689,2004,NA,107,101
93560,2004,131,128,126
96520,2002,86,93,92
64214,1994,109,104,107
38643,1996,126,123,111
10677,2002,112,116,104
99890,2006,121,86,96
71351,1994,104,89,84
61933,1992,102,97,104
56807,1992,90,98,NA
72228,1992,107,109,107
77347,2004,112,131,114
16435,1994,84,93,87
49251,1994,99,121,115
93511,1996,89,86,86
54187,1996,94,93,88
67408,1998,65,94,102
48030,1994,102,107,123
18864,1998,92,103,85
28365,2002,89,110,99
21966,2012,107,113,109
63535,2002,116,102,105
22519,1994,103,109,95
57892,1992,93,95,NA
98215,2002,82,65,65
37214,1996,108,95,88
87196,1996,115,126,111
32975,2004,135,118,118
35271,2004,93,111,114
68201,1996,89,93,102
91730,1992,97,78,90
25510,2000,100,82,94
33041,1998,97,102,93
67191,1994,89,114,NA
12120,1996,108,96,98
65867,1998,104,100,93
77381,2006,107,94,83
11427,1992,92,98,96
39243,1994,86,102,115
10913,1996,104,105,113
38454,1994,103,104,96
63211,1992,97,99,92
30963,1992,95,91,83
60809,2012,135,135,126
11309,2000,109,94,95
71840,1996,106,75,69
80263,1998,102,103,98
12956,2004,119,106,123
30016,2002,94,88,79
88172,2008,131,125,NA
90571,2004,93,88,91
56807,1996,108,118,113
49686,1994,80,106,104
89469,1998,102,119,112
25296,2000,120,102,107
76317,1998,107,96,102
62433,1992,92,88,102
88799,1994,97,104,96
99425,1998,104,110,91
15552,1996,105,102,90
98880,1994,65,NA,NA
56069,2004,126,116,116
25452,1992,116,109,114
56406,2004,114,114,110
87983,1996,100,116,121
71761,2000,102,110,95
92713,1994,107,109,103
66754,2014,110,105,91
13380,1992,109,112,105
85036,1994,101,94,NA
45710,2004,99,116,121
93725,1996,100,92,92
82682,1994,102,122,97
49267,1994,100,97,105
94876,2002,93,79,86
30992,1996,105,92,95
51136,2000,113,103,90
95916,2002,65,72,80
74662,1992,90,112,95
94257,2006,89,65,65
57307,1992,NA,113,110
81111,1994,89,97,82
57721,1994,112,120,105
54756,2000,98,108,109
77045,2006,74,89,77
75482,1994,115,107,107
75186,1994,110,118,102
95596,2002,92,100,100
38929,1992,84,110,99
80405,1994,110,110,117
46554,1998,81,84,95
36665,2002,104,100,99
14276,1998,110,109,103
57905,1994,104,117,114
81585,1996,107,117,89
50267,2002,103,126,126
77123,2004,135,135,118
88261,2000,82,135,93
35513,1992,87,103,102
51873,2000,89,114,85
76445,1998,110,103,97
29476,1996,98,107,111
69287,1998,86,91,105
46560,1998,105,121,110
66784,1998,113,117,102
33654,2002,92,103,91
53128,1992,77,97,108
83316,2002,125,135,NA
97677,2006,95,98,89
65528,2006,110,88,82
77992,1998,97,104,75
69956,2004,72,83,84
37177,1998,111,107,107
73625,1992,109,111,118
12681,2004,99,131,105
73894,2000,102,88,88
13448,1994,119,128,102
61541,2000,112,135,107
97323,1994,96,99,NA
19680,1994,107,105,111
96099,1998,99,111,83
50305,2004,131,119,121
24310,2000,105,111,99
23644,2006,91,93,103
89673,2002,128,128,126
60042,2008,112,118,114
27925,1996,106,118,113
43259,2010,104,111,102
81494,1992,84,81,92
NA,2002,97,119,96
88496,1998,109,101,105
83004,1992,83,92,104
72095,2004,118,117,119
31593,1992,122,135,115
86362,2002,123,126,123
11694,1998,106,103,90
80461,2000,84,115,91
66965,1996,118,116,NA
27173,2000,96,111,117
12031,1992,81,111,128
34261,1998,99,118,126
58622,1994,94,92,90
42027,1996,87,98,NA
76165,1998,98,96,102
40381,1998,69,92,79
62965,2004,85,101,NA
12561,2002,106,91,82
46959,1996,128,88,NA
80371,2012,98,89,87
62577,1992,131,121,117
71651,1992,90,65,65
20751,1994,120,95,102
83188,1996,102,94,NA
41019,1996,91,90,82
70179,1992,88,95,NA
14724,2006,103,119,104
62765,1996,97,105,91
78334,2002,105,115,107
41280,2002,115,135,110
80797,1998,118,116,106
NA,2004,95,97,NA
68902,1994,99,122,106
90873,1992,88,107,90
61588,1994,89,97,90
68473,2010,84,86,89
89398,1992,105,128,122
87498,2000,118,100,103
14931,2000,114,110,125
41461,2006,82,69,77
15927,1996,87,84,91
59713,1994,106,94,98
85645,1996,110,105,95
56898,1992,95,72,80
71992,2010,120,126,102
21121,2000,97,100,94
80124,2002,79,98,102
91206,2010,91,117,110
73373,2000,93,93,103
93175,2000,105,103,110
67975,2008,135,131,128
24444,1996,99,105,97
43565,2002,118,117,72
45293,1994,88,92,98
10520,1992,98,106,NA
12507,1994,78,79,69
95549,1992,105,105,114
28130,2000,112,102,97
38861,2000,108,100,84
96865,1994,120,116,119
52020,2004,89,87,92
69395,2004,112,119,123
40512,2006,106,94,99
43531,2004,100,118,102
74277,1996,121,120,123
28969,1996,128,103,111
77760,2008,112,109,92
76317,1994,90,107,NA
27537,1992,99,95,91
34979,2002,93,98,100
10696,1992,72,126,90
23003,1996,110,114,131
40300,2004,88,90,101
72145,2008,93,107,88
37245,1994,107,105,107
49048,1994,96,93,102
97782,1996,97,126,101
20841,1998,96,104,94
80561,2002,89,120,98
92590,2006,123,99,101
45499,2006,131,123,107
82405,1994,114,105,105
50780,2010,119,98,99
26325,1998,122,96,95
63508,2002,135,116,117
46734,1994,120,121,123
98594,2006,99,113,NA
52063,1996,100,93,96
43139,2008,81,88,74
99140,1992,104,114,100
79797,1992,108,135,113
85991,1996,115,97,88
79817,2008,113,120,113
91752,2002,118,116,106
49907,1998,123,118,107
96201,1992,77,107,89
95287,1998,90,95,91
84377,1992,82,95,101
18260,1992,99,87,102
97512,2002,114,116,107
50624,1992,109,114,103
46346,1998,135,135,NA
70486,2000,126,123,118
98889,1994,128,118,118
65316,2004,80,82,85
13433,2004,109,128,126
10082,1998,87,101,92
16300,2000,65,77,74
91536,2002,105,117,100
16324,1996,135,120,123
58795,2012,122,119,107
35300,2002,118,99,95
61061,1992,96,101,102
84558,2006,98,107,95
56571,1994,98,121,105
36395,1994,65,65,NA
47263,1996,85,95,98
39206,2000,107,103,109
46253,1992,96,102,111
65736,2004,89,97,84
15712,2010,93,105,102
13669,1994,120,106,122
33064,1994,85,89,84
19040,1992,88,94,95
24741,2010,118,125,111
32982,2004,116,121,112
84581,2006,102,105,111
70771,1998,118,105,92
20773,2002,125,126,97
89543,2002,123,135,86
57607,1996,92,121,92
76207,2002,94,105,95
70895,1998,118,111,110
36314,1994,93,77,74
43733,1992,90,105,96
68533,2008,101,119,96
42363,1998,82,98,104
57155,2002,104,109,108
73315,1992,101,109,NA
44533,1998,113,112,105
27940,2004,135,135,114
42934,1996,80,90,90
16388,1998,91,115,82
29025,2002,78,102,88
69581,2000,102,113,NA
62579,1998,87,75,65
80126,2014,110,87,85
26355,2012,117,109,101
72613,1992,81,97,100
38986,2002,103,97,104
20400,2006,89,87,84
67966,2000,114,126,131
64767,2012,95,110,99
55630,1996,107,116,100
79330,2000,109,98,NA
56396,2004,86,89,83
19284,2004,116,115,100
32766,2008,94,98,90
45602,1998,86,81,88
46122,2000,95,92,91
43822,2006,95,101,101
79383,1992,84,112,100
12450,2006,106,109,103
66368,2006,107,98,83
18364,1992,89,91,95
97669,2010,100,108,118
32232,1994,95,98,103
89966,1996,89,95,101
16350,1996,114,102,107
41805,1998,115,82,93
98839,1992,90,106,NA
44239,1998,104,105,112
20267,1992,89,74,88
79985,1998,102,91,100
50267,2010,112,105,104
35634,1994,94,119,111
47735,1996,109,128,114
78796,1996,77,69,65
48257,1992,99,106,98
23436,2004,126,113,116
65025,2002,120,114,109
86219,1992,75,65,65
64107,2004,77,82,91
76340,2002,122,126,99
41098,1992,106,126,110
NA,2012,107,75,98
11672,1996,120,135,99
66475,1998,109,105,NA
89187,2010,131,135,116
94397,2004,128,135,93
55540,2006,96,114,95
23274,1998,99,86,75
98053,1992,116,110,111
55637,2010,109,115,99
75419,1994,100,94,97
22912,2000,80,100,99
33509,2004,98,102,104
49470,2002,118,111,103
95600,1994,104,108,103
79309,1992,65,65,65
69928,2006,89,101,108
26152,1996,109,107,106
36819,1994,109,126,122
92167,2000,105,103,105
78286,2008,97,87,93
41238,2006,83,87,NA
48010,1994,108,118,102
51070,1996,90,106,88
37441,1992,89,95,88
96917,1992,83,84,NA
93456,1998,80,65,65
30881,2000,100,122,114
55484,1994,94,104,99
99753,2002,107,112,89
15447,1992,92,78,72
39729,2004,97,106,89
24310,1996,102,112,104
12145,2004,87,112,102
92894,1998,79,91,82
61918,1994,103,104,NA
48141,1996,121,117,111
23816,2008,116,135,105
62705,1998,102,86,118
62397,2004,108,125,109
48456,1998,104,135,97
64226,1994,103,118,104
57444,1994,121,103,121
76394,1992,135,135,122
83202,1996,103,112,108
17880,1992,105,104,102
58508,1996,112,107,115
33882,2004,131,100,111
18371,1994,107,114,113
56271,1994,123,113,114
86351,1992,103,108,109
84557,1996,118,116,117
78005,1994,85,94,97
42423,1992,98,112,84
17839,1994,107,110,104
38583,2000,100,126,69
26962,1992,98,98,99
63532,1994,98,110,107
38517,1996,98,106,103
83585,1994,112,126,105
53651,2008,106,114,106
98907,2002,116,128,110
75779,1994,65,65,65
49408,2006,91,125,75
91362,1994,89,88,96
71061,2002,113,95,112
39603,1996,108,107,NA
46190,2000,108,135,114
53626,1994,88,89,97
53038,2008,121,107,89
57345,1992,106,101,102
28658,1992,102,97,126
66351,1992,79,97,91
66368,2004,105,93,90
72786,1996,112,125,111
20872,1998,103,112,107
58121,1994,77,103,NA
30055,1992,86,95,96
18864,2000,103,99,97
23413,2002,128,135,121
51593,2000,113,102,108
93210,1998,80,114,96
20512,1994,84,86,96
99411,2004,115,113,116
94130,1992,86,94,97
46454,2008,128,135,105
41119,2000,109,120,NA
47194,1996,81,82,NA
69558,1996,128,113,115
72662,2000,74,79,74
33187,1992,86,111,103
51136,1992,77,91,NA
89588,2004,96,112,107
85014,1996,101,90,90
64455,2010,102,106,107
86834,2006,91,69,82
85102,2004,101,82,80
63275,2008,107,100,111
23870,2004,118,109,109
30805,2000,89,102,108
99073,2002,104,121,110
88239,1998,107,128,108
75650,1996,77,78,77
16375,1998,75,99,91
44873,1996,93,112,106
49005,1992,93,114,NA
19975,2000,107,97,98
63340,2010,135,123,107
34958,1996,89,96,86
22832,2014,135,121,95
25860,1992,88,98,NA
31471,2004,104,94,95
70891,1996,110,97,NA
27870,1992,89,99,88
16142,1996,105,86,NA
34700,2010,72,90,88
55594,1992,81,NA,81
77347,2006,113,126,114
68772,2002,102,117,108
19807,2004,93,102,105
37362,1996,89,99,107
27805,2002,105,101,NA
59538,2006,106,121,107
79180,1994,89,106,117
35518,1996,107,135,115
97630,2000,98,135,108
14285,1994,65,94,98
94928,2010,100,101,94
10330,1998,110,116,118
72419,2002,88,84,87
47751,1992,125,114,120
76396,1994,104,109,122
88819,1996,116,111,105
78886,1996,110,113,126
64461,1998,93,65,NA
71314,1998,93,111,125
79811,2000,65,65,65
78286,2006,102,112,99
25341,1996,92,108,91
36280,2006,119,95,95
58553,1998,116,107,110
16631,2004,99,86,78
44628,2008,110,112,100
66080,1994,84,85,83
27869,1992,95,111,80
13101,1994,94,122,104
32195,2006,118,95,105
66244,1994,115,106,114
38361,1992,114,109,105
41227,2000,102,112,97
60562,1994,105,116,120
32730,1996,89,87,94
58211,2006,110,92,104
30974,1994,135,102,104
29801,1994,101,80,NA
34552,1994,116,118,116
27864,2000,79,77,78
95604,1994,94,98,97
68656,2004,111,109,105
94315,1992,81,69,72
13449,1996,91,99,98
90369,2000,109,103,103
41608,1992,103,106,NA
35639,1994,107,110,117
96395,1992,91,84,82
73625,1994,107,101,104
73444,1998,100,104,98
55023,1996,116,109,NA
75055,1992,105,103,NA
57831,2010,109,110,112
81667,2004,78,NA,NA
68047,1992,102,103,105
29289,1992,96,112,122
33498,2008,103,108,89
59476,2002,107,87,90
57963,1992,88,107,97
17001,1994,92,98,86
58800,1994,105,107,109
90770,2010,103,121,96
22915,1998,92,101,89
50505,2000,89,90,102
30242,1996,82,97,94
24327,2012,118,116,97
36666,2000,115,116,121
65906,1994,113,106,102
67620,1994,116,110,108
12414,1992,99,106,NA
90770,2006,113,114,107
88332,1994,113,117,113
72095,2006,106,113,106
59683,2006,93,97,96
69794,1996,118,110,111
16129,1994,75,102,NA
88511,1994,65,65,65
18467,2002,92,103,95
48182,2000,111,135,99
37210,1996,107,107,98
11039,1994,102,102,97
39001,1994,96,125,125
63327,2000,131,109,107
42223,1996,104,88,100
76999,1992,113,109,96
21579,1996,117,113,118
24092,1992,98,107,111
43916,1992,90,69,NA
89513,2000,109,104,95
89688,1994,110,103,NA
25341,2000,131,95,95
66565,1998,99,114,104
14906,1996,78,97,92
52076,2002,109,106,104
86455,2004,100,116,112
58314,1996,82,94,80
90496,1998,120,121,106
84639,1996,107,135,118
54496,2000,104,90,89
24679,2012,98,109,111
85043,1998,117,122,106
38671,2002,120,119,106
26351,1996,82,74,65
87633,1998,101,96,99
85458,2004,109,119,114
61382,1992,87,113,102
29175,1996,94,104,95
81098,2004,94,92,89
87473,2002,83,100,104
38716,1996,100,103,87
38561,1992,102,107,116
69125,1994,120,109,100
11641,2000,116,113,99
34022,1992,116,107,97
79630,1994,115,126,116
14007,1998,91,100,90
20119,2004,126,125,NA
76974,1994,104,112,109
86862,1994,65,65,65
50637,1992,86,107,105
46840,1998,86,105,100
61539,1998,79,84,NA
42085,2012,112,106,93
98301,1998,96,103,96
42356,2000,90,97,92
24901,1998,131,135,NA
29269,2000,105,120,117
78740,1992,99,94,98
81046,2010,NA,99,102
28373,1994,81,75,65
58336,2004,120,99,87
11466,2004,122,101,112
53196,1994,116,105,93
91752,1994,93,131,NA
39525,2000,109,118,98
34976,1994,79,95,NA
14901,2010,112,128,123
45341,2000,98,107,112
23788,1992,98,69,75
64949,2002,121,121,119
92752,2008,128,116,128
37946,1996,104,88,98
42971,1992,88,69,NA
71244,2004,97,98,89
78235,2004,86,86,93
56460,1996,110,120,113
16154,1998,116,98,85
96011,2000,93,87,NA
11466,2008,125,112,104
96523,1996,65,65,NA
37991,2012,89,110,85
21000,1994,85,85,72
98049,2008,99,110,108
42638,2004,101,93,94
15826,1994,96,94,87
76407,1998,108,118,99
45705,1994,93,114,119
12007,2002,108,103,103
17370,1992,92,94,93
91204,1992,96,120,NA
46251,2006,126,128,123
41390,1998,104,135,116
13650,1992,116,96,119
36502,1992,74,95,NA
72346,2000,116,115,NA
20858,1996,84,93,89
20835,1992,121,125,118
85695,2010,91,135,108
31922,2000,77,79,82
36080,1994,87,81,93
27244,2002,84,108,89
79701,1994,107,109,97
62616,2008,104,128,111
66146,1992,102,94,96
87939,1996,102,135,91
54631,1994,97,97,89
19521,2000,126,135,135
59344,1998,99,100,105
62129,1994,90,100,98
19582,2004,79,97,97
77219,2002,108,115,115
32812,2006,122,93,89
66218,2006,110,109,93
16252,1998,110,117,NA
99396,2006,112,111,100
27466,1998,112,116,111
25650,2000,65,89,82
87094,1992,91,100,95
47496,1996,92,94,100
26173,1998,72,74,72
52541,2000,123,121,118
18927,1992,69,94,77
83069,2008,110,123,125
63902,2000,118,108,108
98520,1992,104,NA,109
37009,2010,122,120,122
82671,1994,120,135,NA
10826,1998,104,105,118
34567,1996,79,82,79
39627,2010,128,135,123
45705,1998,97,118,95
77645,2008,84,107,102
77135,2000,109,93,103
85737,1992,104,116,122
91987,1992,128,117,NA
24857,1998,87,128,126
23149,1996,122,128,117
14796,1992,65,105,107
13432,1992,122,115,NA
90706,1992,105,135,110
72162,1998,116,118,107
95322,1998,93,102,NA
28220,1996,99,107,118
92237,1998,78,81,80
22449,1994,107,101,96
19298,2000,91,94,94
10913,2000,112,92,111
96909,1996,109,105,100
68132,1998,99,91,81
39975,2010,126,128,101
12788,1996,NA,65,65
40307,1992,99,105,88
34949,1992,109,120,NA
98870,1992,118,128,116
30648,1998,93,121,NA
73959,1994,89,65,75
66423,2008,96,98,NA
33764,1992,93,106,NA
49927,2006,95,87,93
74461,2006,128,135,118
23101,2000,69,98,103
94220,1998,125,118,120
61056,1998,103,108,103
56388,1996,102,109,102
34853,2000,105,89,74
18132,1994,114,102,113
70231,2000,88,88,81
38801,1994,98,103,NA
64992,1998,95,105,104
76249,2014,114,119,110
84869,2008,101,103,104
58553,1994,98,121,122
98384,1994,112,115,116
53005,1992,107,105,NA
