CPUBID,year,piat_math,piat_recog,piat_comp
32732,1998,125,135,126
20081,2006,119,114,118
63129,1998,93,98,88
61877,1992,105,109,NA
33195,1994,91,120,106
86631,2002,128,135,128
56863,1998,NA,94,82
81542,1996,89,84,91
58271,2004,114,108,65
32983,2002,128,126,112
44385,2004,125,111,98
64737,2002,107,120,108
74454,2008,113,128,118
85637,1994,89,83,81
61135,1996,103,91,94
12531,1996,102,88,97
48292,2002,111,110,104
24445,1998,91,97,98
79985,2002,102,91,101
18908,1994,80,88,103
37146,1996,122,96,107
33375,1992,105,80,91
79180,1998,99,101,112
11145,1994,116,109,NA
86139,1994,98,102,96
62369,1994,108,125,118
84181,2006,101,111,NA
19797,1998,98,98,NA
83668,1992,113,118,114
54384,1998,125,114,96
12037,1994,65,103,107
49642,2004,111,126,125
19767,1994,102,116,100
23726,2012,105,110,109
54431,1996,105,120,112
95183,1994,101,103,NA
45699,2000,101,91,NA
61918,1996,85,107,100
84110,1992,92,87,79
39989,2010,65,72,69
26718,1992,84,81,81
75649,2010,118,111,105
90799,1996,116,126,114
79971,1996,97,98,96
84672,1998,125,110,106
79063,1998,84,83,72
47481,1992,95,101,97
49331,1998,131,111,114
46940,2012,116,105,107
66465,2006,111,103,107
10005,1992,90,113,114
23510,2004,103,109,99
NA,2004,104,99,105
68650,2004,98,101,93
28721,2002,107,112,116
93140,2000,112,90,75
92375,1992,91,91,97
62897,2000,125,99,95
39519,2006,113,117,105
53608,1994,104,99,106
10120,1998,107,135,125
60549,2010,112,100,100
90283,2008,115,113,113
31936,1998,97,99,85
37459,2000,121,107,103
59255,2002,97,116,108
60736,2004,111,135,99
53491,2004,84,86,78
14144,2006,100,102,93
54092,2002,110,128,93
71909,2008,122,104,102
90790,2000,102,116,107
47230,2000,96,97,NA
88819,1998,88,101,97
78369,2002,97,92,98
29085,2012,99,135,92
39944,2006,135,125,125
25681,2000,90,97,102
98498,1994,100,103,109
52433,2000,98,103,108
31264,1992,102,117,NA
46362,1998,77,65,65
89187,2008,131,131,120
93953,1994,94,113,109
95324,1998,88,82,92
80155,1994,95,95,95
64765,2006,115,103,117
51016,1992,NA,116,114
83965,1994,87,98,99
47919,1992,104,111,118
55800,2004,96,117,107
76336,1996,106,93,95
79845,2006,116,96,98
83103,2002,105,116,113
71585,1998,79,77,69
52696,2002,107,119,104
61192,1998,115,105,108
90790,2002,94,113,107
94027,1994,95,112,116
98089,1996,95,82,NA
78857,1992,95,98,98
29258,1996,100,93,95
56201,1998,77,94,NA
87581,1992,106,112,116
69142,1996,118,135,113
77786,1996,131,120,110
80080,1996,93,88,99
19718,1996,128,99,NA
73459,1996,96,99,NA
19083,1992,92,95,97
41405,1994,72,89,93
19979,2000,101,111,109
86631,1998,135,120,128
30868,1998,65,65,65
99595,1998,87,110,114
93210,2000,86,105,93
68922,1998,77,107,108
48220,1994,110,135,NA
58181,2008,112,97,101
13842,2002,117,119,117
89693,2004,105,108,114
58276,2002,117,116,111
50267,2006,117,135,100
56310,2002,118,113,NA
89430,1996,99,101,NA
57307,1994,103,135,109
66865,1994,65,65,65
25637,2000,91,87,NA
62747,1996,108,135,122
60890,2012,125,119,94
11235,2002,95,104,95
21118,1996,84,65,NA
16208,1992,104,123,114
79985,1996,79,104,NA
33408,2002,110,103,93
65653,2000,92,80,78
26501,2002,109,104,90
85306,1994,99,92,93
43688,2004,135,117,131
42033,1996,94,109,99
53951,2008,125,125,105
36477,2004,99,93,100
71921,2014,112,121,109
12236,1998,119,131,135
25383,2014,110,100,93
13207,1994,109,91,95
20359,2000,81,89,86
47263,2002,84,79,77
77974,2004,69,79,75
53840,1992,78,96,90
16746,2008,117,107,115
91350,2006,95,93,84
70315,1992,98,105,107
78256,2000,126,125,NA
11411,2004,114,121,112
55488,1996,128,131,123
47982,2000,103,119,119
10451,1992,69,84,NA
76461,1996,92,82,88
52308,2000,112,82,83
13658,1994,115,115,114
12810,1998,81,82,79
30838,2000,101,99,88
10651,2002,101,121,105
98910,2000,115,106,103
46253,1996,111,103,107
51884,2000,131,131,135
66462,2000,101,126,126
30720,2008,84,119,109
92609,1996,105,97,NA
37151,1996,98,106,102
30385,2004,72,74,65
90331,1998,116,135,107
45875,1998,86,94,88
19733,2000,131,125,116
10857,2004,116,135,135
76030,2002,95,112,83
26908,1996,97,118,113
57936,2004,123,109,109
59012,1996,93,116,94
14081,2002,102,135,98
53489,1998,108,103,102
36920,1996,89,65,69
47405,1994,117,113,95
15649,2002,108,88,97
10337,2006,122,131,105
99302,2002,114,109,109
76530,2006,65,65,74
87700,2000,103,98,88
56700,1998,111,117,105
12541,2002,119,120,107
88204,2000,90,107,81
63115,1994,82,105,106
47963,1998,110,109,110
38842,1998,100,119,104
48587,1996,98,99,94
51159,1994,107,122,103
63157,2008,120,107,95
24445,2002,97,88,89
53704,1996,95,107,99
37731,1998,85,125,96
87290,2000,93,115,114
90557,1998,112,135,135
99376,2008,118,98,102
57126,2008,77,99,98
49635,2004,118,115,123
83505,1992,93,92,88
81113,1996,88,91,118
64074,2002,106,100,96
66869,2012,91,108,97
77808,2006,117,135,118
83094,1994,121,110,119
12531,1994,90,95,NA
18014,1996,81,87,95
66462,1998,115,119,123
63196,1994,91,89,NA
37330,1998,109,105,NA
79330,2006,116,106,111
26074,1996,105,91,NA
43492,2008,104,128,107
36078,1992,92,90,96
66874,1994,105,121,120
20424,1992,103,106,99
94188,1992,112,108,107
12359,1998,125,113,114
40913,1992,93,109,107
26526,2006,100,116,110
13448,1992,104,113,121
63841,1996,96,82,82
79806,2004,91,98,99
93671,1998,98,96,100
33070,1994,74,83,100
32095,1996,116,105,110
24310,1998,107,108,107
63343,1996,112,80,82
13128,1994,81,86,NA
80217,2002,88,113,100
79841,2004,121,135,123
53712,1994,88,121,90
27287,2000,114,118,106
29425,1994,128,123,97
81867,2010,135,118,125
62826,1998,65,65,65
86073,2010,131,107,107
97168,2006,115,111,113
98967,1992,77,94,95
79768,1996,104,110,112
99384,1996,108,114,126
94620,2000,97,105,107
34112,2006,107,112,106
70251,1996,69,77,NA
46227,1994,96,120,NA
42717,2004,125,125,108
83534,1998,108,105,110
85849,2000,97,105,108
91415,2004,98,102,104
66282,2006,99,125,120
47895,2002,107,112,107
87700,1996,117,105,100
23586,2004,112,114,99
55680,1996,126,105,112
42030,1992,107,114,111
87568,1994,105,106,89
79081,1994,112,107,117
66513,1996,94,114,90
85764,1996,93,109,94
93670,1992,103,87,NA
83577,1998,88,69,NA
75759,1992,116,131,114
19995,1996,72,102,96
68534,1998,107,106,96
62015,2008,107,115,107
43248,2004,110,113,116
67681,2006,90,82,87
36875,1996,97,97,108
92295,2002,110,135,108
17516,1994,65,65,65
17548,2002,94,105,106
76167,2008,95,105,88
96028,2002,117,123,87
68813,2000,89,82,85
90794,2006,90,98,102
95036,1998,94,103,77
51346,1998,72,65,72
13800,2004,126,109,104
62245,2004,107,94,89
88886,1998,106,102,85
93247,2000,115,120,102
19454,2000,121,120,97
48286,1992,97,101,95
48535,1998,105,107,107
42613,1994,118,114,114
94854,2002,94,110,95
15270,1992,97,103,86
73290,1994,102,105,98
31261,2004,121,107,90
89432,1996,86,104,86
42561,2008,105,84,96
10333,2006,135,111,125
73224,2000,99,105,99
29879,1996,93,98,102
27796,2008,87,103,94
59258,1992,89,82,92
59509,1998,95,122,125
89801,2012,121,107,108
32173,2008,80,91,89
90695,2010,90,109,94
50622,1992,102,114,99
90641,1998,103,111,125
91738,2004,111,119,103
66593,1996,92,117,94
98319,1998,118,108,102
51954,1996,123,105,111
14636,1996,84,88,91
76068,2002,104,92,91
90774,1998,135,107,119
50331,1998,128,123,123
78381,1992,85,99,NA
19337,1996,100,101,113
NA,2000,89,72,65
31251,1998,97,94,NA
19289,1998,97,92,99
39010,1998,116,121,112
48292,2008,98,104,96
76530,2004,65,72,72
91111,1998,92,94,96
17176,1996,93,107,102
65398,1992,65,74,69
93084,2000,131,131,125
91378,1992,96,NA,99
80368,2012,118,131,96
24396,2008,118,113,100
80120,1996,111,101,NA
44655,1994,97,116,91
69173,1998,110,118,113
87376,2008,84,94,84
11500,2008,110,94,105
87174,1992,96,107,109
84281,2010,125,89,93
27233,2002,99,114,118
59372,2004,75,97,116
58017,2006,104,113,100
43047,2000,98,113,119
NA,2008,65,102,102
63675,2000,96,98,NA
74364,1998,102,114,99
10358,2006,65,74,79
87290,2006,97,98,102
96982,1992,69,88,NA
53175,1992,105,95,90
57736,2014,92,103,81
80366,1994,84,69,65
59371,1992,98,105,105
36871,2006,101,77,81
45782,1996,125,128,100
19797,2002,119,103,102
69580,1998,95,85,86
30922,2000,120,131,NA
52234,2002,123,115,114
38344,2000,98,102,109
42223,1998,98,91,92
54114,2000,91,112,97
61041,2010,86,89,81
12003,2006,94,87,72
13229,2004,131,114,107
16208,1994,104,128,103
68962,2008,122,95,100
20168,1996,114,107,109
68496,1992,103,120,113
82769,1996,117,107,121
41932,2004,121,125,131
50484,2004,104,106,96
55684,1992,119,116,109
29383,1992,100,108,107
80109,2006,85,88,NA
99706,2010,89,116,106
63002,1994,103,116,101
55476,1992,97,92,99
91111,1994,98,108,NA
58283,2000,116,113,120
25970,1992,119,128,117
92689,2008,88,103,96
69838,1994,109,89,84
55911,1992,99,109,114
26203,2002,131,120,105
47242,2008,100,108,125
21136,2004,128,97,100
70421,1994,126,123,126
31993,2002,111,122,110
47811,2000,91,100,84
67066,1996,97,107,91
55044,1992,106,116,121
31554,1994,102,118,118
44955,1996,107,126,95
67346,1992,100,108,106
86604,2006,106,109,97
45910,1992,77,87,79
32650,1996,74,94,91
62360,2010,107,116,114
59176,1992,86,112,105
78736,1998,97,104,91
25637,2004,108,114,118
16653,2000,108,99,109
15679,1998,100,103,105
27233,1998,114,94,NA
97824,1996,90,113,NA
10120,2000,100,131,120
37177,2000,110,107,106
71582,1994,100,95,NA
23616,1996,95,105,97
72095,1998,116,120,NA
66293,2000,109,123,123
NA,2004,102,103,99
87832,1994,94,101,92
58827,2000,111,98,103
78369,2004,104,97,105
76415,2010,120,108,NA
55412,2002,128,131,109
39132,1994,119,106,NA
66227,2006,96,114,103
90260,1998,112,131,131
35271,2000,101,105,116
83062,2004,117,120,111
28059,2006,114,115,96
55345,1994,106,91,100
51266,2004,84,89,96
29533,2006,94,112,111
26700,1992,89,84,88
62810,1996,102,114,99
97677,1998,87,109,118
49090,2000,101,99,118
89303,2004,93,82,82
84315,2000,104,115,110
36950,1994,112,123,95
28621,1994,100,98,98
79570,1998,98,103,110
76165,1992,86,106,NA
18356,1992,99,78,74
74279,1994,96,99,97
99374,2000,77,69,65
15139,2006,125,113,95
72343,1996,125,108,102
25753,1998,103,111,123
25817,1994,106,107,107
13239,1994,110,103,111
41733,2004,107,93,108
68755,1996,94,78,83
39263,1998,107,123,118
94930,2010,110,123,95
50884,1994,65,65,65
81321,2004,103,105,103
45629,1996,93,115,NA
97499,1992,100,112,100
34021,2010,103,118,118
94009,1992,117,107,107
46043,1992,100,100,NA
49090,2002,89,103,114
33129,2008,121,114,105
57971,2006,122,135,103
62860,1992,97,99,95
26479,2002,118,114,106
19020,1996,74,85,NA
16749,1998,96,97,NA
57688,1992,92,93,94
12043,1998,97,102,112
16232,1992,97,122,118
15382,1998,86,74,NA
70950,1992,97,125,NA
30803,1996,72,78,79
20484,2000,84,93,99
62445,2002,89,87,72
98594,2012,84,86,87
82182,2002,77,93,89
49606,1994,95,88,86
38396,1994,98,89,85
54141,1992,92,65,69
49026,1994,101,101,99
82303,2002,95,113,106
59747,1996,85,101,107
47751,1998,118,112,110
35624,2008,122,100,87
13427,1996,104,101,102
44204,1994,90,106,88
51266,2002,90,100,91
87673,1998,90,89,91
29133,1992,104,82,72
13514,2000,106,128,95
87275,2008,99,95,72
37979,1992,108,118,122
76068,2004,86,90,90
65820,2002,110,126,109
56414,1998,118,95,104
19331,1994,94,78,86
10337,2004,126,125,112
78429,2006,106,108,111
79076,2012,90,103,107
35042,1996,87,87,87
73001,1998,118,103,104
78055,2014,95,113,110
18131,2000,117,107,107
92572,2000,118,116,122
31801,1996,110,NA,117
62730,1992,115,113,114
64767,2010,100,103,89
44963,1994,89,78,NA
81068,1994,100,97,89
94161,2002,94,75,91
43688,2000,105,115,NA
51621,2000,104,92,96
31044,2002,NA,NA,88
51514,1996,93,98,100
83333,1994,104,108,96
36312,1992,100,94,93
57583,1992,103,108,102
70179,1998,95,87,93
62909,1992,86,91,74
77639,1996,87,95,84
42763,2002,106,99,114
35686,2004,82,90,85
88410,2000,104,105,102
92552,2000,120,104,102
93803,1998,111,116,98
50275,1996,122,96,81
59166,2012,131,118,98
69572,2006,107,103,102
29404,1998,65,69,69
77649,1994,88,101,100
82012,2000,74,72,65
75999,2000,93,99,107
92446,1998,115,109,NA
99713,2000,111,128,118
41275,1998,72,69,65
79159,2000,96,97,90
10130,1992,102,83,NA
39207,2010,131,NA,122
73894,2002,74,82,89
57217,2006,91,108,105
55488,1998,114,135,122
48292,2006,108,115,102
25958,2008,99,97,98
63310,1996,110,112,107
76541,1992,107,125,107
25518,2000,120,115,112
77148,2008,98,115,NA
19199,1994,97,117,105
13131,1992,101,135,NA
40913,1996,87,105,101
99753,1998,82,109,110
33199,1994,97,98,88
32665,1996,122,126,118
93498,1994,104,123,94
56872,1994,92,96,84
33083,1994,88,102,96
24669,1992,93,98,79
44427,2000,102,75,79
36313,2008,69,106,NA
84755,2006,95,99,101
16569,1994,65,69,65
80212,1998,102,120,109
19112,1996,117,104,89
36159,2006,97,122,98
92572,1998,108,98,NA
68954,2004,121,118,120
44073,1998,97,87,91
39614,1992,103,105,107
97329,1992,65,65,65
60960,1998,115,126,114
15011,2006,105,101,87
21295,1996,96,109,NA
30643,1996,100,106,86
12487,1996,97,105,112
41044,2012,101,112,103
43192,1994,80,88,81
86558,1992,104,104,106
46544,2012,107,113,91
33129,2004,99,122,115
99376,2010,105,98,99
74381,2012,75,95,95
46511,1998,121,116,65
68391,2000,111,104,105
47340,1994,88,105,91
37298,2014,101,103,102
20529,1996,86,74,78
88284,2004,119,125,126
85756,2006,94,110,84
11103,2004,94,95,106
69534,2006,114,118,117
21771,1996,65,69,83
44439,1994,110,135,NA
68534,2002,100,92,80
40256,2006,98,97,107
52616,1996,95,107,97
91750,1996,104,131,103
66429,1996,97,97,95
13207,2000,99,81,88
33013,2004,116,120,115
22473,2006,108,128,102
76015,2002,110,100,100
70427,1996,102,113,110
56121,2000,101,117,110
99596,2000,101,109,110
51646,1994,104,94,NA
81138,1998,112,115,107
52076,2004,95,100,93
28130,2004,96,97,92
11485,2006,90,101,88
96011,2006,106,87,105
45087,2000,93,95,93
45721,1994,114,119,118
64184,1994,102,108,105
40972,1992,96,119,102
56430,2000,95,69,65
77840,1992,118,135,110
76780,1992,97,102,97
94620,1998,104,102,122
99881,2000,119,101,88
59253,1992,116,109,NA
32053,2006,108,116,102
80605,1996,99,110,88
98799,2004,125,115,122
65032,1992,89,90,92
82825,2010,119,98,99
68534,1996,87,107,102
40471,1996,99,115,95
35561,1992,106,99,93
78238,2000,125,110,100
71220,1998,93,87,94
40695,2000,91,135,104
84639,1992,118,112,108
59097,1994,105,120,NA
32100,1992,93,99,NA
45087,2004,99,98,96
84669,1996,82,88,95
83866,1998,117,116,65
68702,1992,90,93,90
86491,2000,111,135,77
94370,1994,101,116,116
35623,1992,88,83,78
13405,2008,94,82,95
41963,2004,121,128,118
66297,1996,111,110,109
66056,1992,100,90,102
48264,1998,104,107,109
92504,1994,94,88,75
23861,2010,87,98,108
99498,1994,113,106,112
53823,1992,86,92,111
73886,2006,111,107,108
50506,2010,95,NA,78
39198,1998,81,79,84
57530,2004,87,97,80
52342,1996,93,107,135
76128,2004,113,99,102
23997,1998,97,102,100
62342,1996,86,120,NA
17957,2004,123,122,90
98551,1992,100,114,109
61135,1998,102,88,96
59444,1998,94,125,113
17576,1996,90,84,NA
91146,2002,103,89,87
68303,2004,125,113,NA
71749,1996,78,75,80
21047,2006,103,112,100
45731,1994,85,114,80
28969,1994,110,112,100
10651,2008,119,110,108
58412,2002,116,108,97
61289,2004,94,104,98
31491,2002,98,111,118
33460,2006,98,80,80
54496,1998,117,97,95
62162,1994,74,97,88
20394,2000,120,104,105
21671,1996,88,91,98
98430,1996,77,79,75
26597,2006,135,119,122
36540,1996,117,131,88
74206,2010,112,135,126
39091,1996,82,109,92
45937,1992,110,99,NA
21137,1996,95,105,NA
18437,2004,88,103,93
72343,1998,118,100,99
62005,1992,96,102,NA
91206,2014,107,112,102
78886,1994,102,115,118
22765,2006,99,110,100
99881,2002,126,95,109
54434,2004,116,106,105
16528,2004,110,113,111
56497,1998,83,75,81
75391,1996,108,121,105
49764,1998,114,117,NA
98089,2002,90,96,98
66649,1992,116,110,108
88724,1998,103,114,100
31328,1998,114,121,121
50311,2004,86,103,104
37543,1994,106,101,85
17708,2000,69,95,91
87198,2004,112,119,120
47269,1996,81,94,NA
80039,2006,98,111,112
24084,1996,82,98,100
54511,2004,82,114,105
69670,1994,72,69,NA
60800,2012,88,89,81
34320,2000,82,99,NA
58727,1998,65,89,NA
78513,2000,102,NA,NA
15334,1994,103,113,120
23436,2002,119,135,135
68588,2002,119,112,100
96520,2004,84,95,89
53447,1998,99,89,96
26355,2006,105,92,NA
58532,1992,116,113,116
77281,1998,135,111,107
36313,2010,97,78,NA
16393,1994,84,77,86
58674,2006,93,89,85
37077,1994,112,135,108
75162,1992,102,95,90
60549,2004,86,110,97
42033,1992,105,118,125
95347,1992,98,90,96
83577,2006,69,72,84
39735,2002,72,95,88
27270,2000,NA,95,NA
18663,2002,86,101,96
15139,1998,112,119,NA
40128,1992,95,103,103
27778,2002,93,97,100
58717,2010,119,121,107
72420,1992,122,131,135
88144,2002,105,91,97
18768,1996,104,109,113
42151,1996,90,113,NA
15431,2000,77,84,79
17789,1996,115,93,100
79806,2000,94,98,102
87633,1996,118,101,NA
72033,2004,105,113,110
71416,2008,120,120,NA
42674,2004,114,113,113
69348,2006,95,100,102
15593,2004,87,105,98
91912,1994,103,107,100
NA,1998,96,104,105
79501,2000,117,113,NA
47003,1994,87,85,NA
41858,1996,89,74,84
74853,2000,69,65,65
71357,1998,105,114,112
98907,2004,116,116,106
10451,1994,86,88,88
41963,2000,116,128,122
66106,2000,65,65,65
67022,2002,86,69,65
86232,1996,112,118,107
14351,2010,82,117,110
53814,1992,95,100,99
94930,2002,80,88,NA
32972,2006,NA,82,82
45759,2000,94,90,98
74319,1998,100,99,95
84654,2004,110,118,125
78322,2004,86,102,95
24210,1992,103,74,75
76616,1994,85,125,112
39525,1998,114,89,95
98612,1992,110,119,110
29864,1998,115,122,131
88708,2002,101,99,NA
84355,2012,122,118,110
55039,1992,101,94,95
21493,1992,88,95,NA
33372,2000,108,122,128
80784,1992,110,101,102
93362,1996,135,131,NA
54114,1996,89,117,104
62383,2012,93,100,95
87700,1998,119,95,105
11488,1998,107,81,69
66564,2002,126,135,118
18509,2006,135,100,86
47003,2000,83,82,82
39207,2002,123,121,117
75734,1994,100,85,NA
49489,1996,103,95,NA
87868,1992,85,105,96
66562,2006,86,107,98
86664,1998,74,78,80
30613,2004,115,119,122
52980,2002,113,131,118
66869,2010,97,131,102
33056,1998,119,103,105
41310,1998,98,97,102
72349,1994,105,109,NA
83923,1994,89,91,77
78294,1994,95,90,87
76727,2004,118,96,100
13372,1994,113,101,102
62369,1998,105,131,118
69562,2002,93,117,NA
74809,1992,89,102,NA
14645,2008,121,126,98
89789,1998,106,96,95
72738,1994,111,110,102
99569,2008,118,110,113
29662,2008,101,126,81
74760,2008,111,110,100
58420,2006,103,131,101
27949,1994,104,93,95
40362,2000,102,111,102
18327,1992,100,122,90
38128,1994,112,113,114
81864,2010,102,97,105
89090,2006,100,91,95
88595,2006,90,113,NA
56018,2004,106,112,86
45427,2000,135,123,119
74443,2004,97,123,98
15398,2004,102,105,101
NA,1998,89,89,NA
80109,2010,96,75,80
64966,2006,115,115,116
98380,1996,89,110,104
33656,1998,116,105,114
84869,2006,104,98,NA
97376,2000,111,121,119
52980,2008,107,125,110
70682,1994,85,89,103
72786,1994,98,107,107
23351,1998,113,101,99
36953,1996,77,84,NA
64936,1998,105,114,109
84798,1994,110,99,86
52063,1994,103,97,110
51821,1994,120,NA,NA
84744,1992,107,99,NA
52020,1996,103,121,NA
29621,2002,92,97,92
42916,2006,119,107,107
85737,1996,108,117,120
80400,2000,97,102,111
77673,2004,114,65,110
91191,2002,116,118,120
13372,1996,104,122,111
75333,1998,104,112,105
43248,2002,108,108,114
58420,2010,98,116,105
83534,2002,99,109,93
33928,1998,97,107,116
50707,1992,82,98,NA
25083,2012,94,85,90
37360,1998,108,112,102
58643,2008,65,95,NA
94146,1992,93,98,94
93282,1996,93,113,105
69657,1992,90,91,92
54634,1994,102,106,100
72197,1996,114,126,110
86355,1992,87,125,90
79989,1994,93,114,123
67966,2002,103,131,111
31247,2006,113,131,115
63530,2002,105,128,128
84886,2004,107,95,90
90557,2002,96,128,107
39264,2006,100,87,87
NA,2004,98,90,84
22529,1994,109,122,122
32862,2012,120,100,114
95203,2004,105,99,90
87906,1992,104,106,121
19451,1992,110,108,109
72043,1998,128,114,109
43538,1992,84,95,95
90460,2004,NA,113,92
13129,2006,126,99,96
11641,1998,135,106,109
32942,2002,97,90,90
60306,1994,105,104,97
40162,1998,65,104,99
97536,1992,94,65,72
55575,1992,72,98,NA
95339,2004,122,112,115
95197,2000,115,92,90
90961,2002,125,135,123
13431,2002,75,99,106
14548,2008,109,135,112
71545,1996,102,108,106
55540,2002,112,131,105
10029,2004,105,128,109
73891,2004,87,65,NA
76989,1996,104,109,100
48587,2000,82,77,81
59420,2006,65,75,65
83202,1998,94,97,75
52668,1994,93,114,NA
22724,2014,111,112,100
14699,1994,96,104,102
64107,2010,94,75,89
25146,2000,120,121,125
45897,1992,107,102,104
76505,1992,84,95,90
85845,2008,113,110,103
30707,1992,103,131,135
